treatment,leaf_number,image_number,surface,stomata_number,x,y,angle,length
COL-0 #2,5,ad-1,adaxial,5,185.75,210,-12.529,23.049
COL-0 #2,5,ad-1,adaxial,4,276.75,175.5,-32.381,24.274
COL-0 #2,5,ad-1,adaxial,2,79,150.5,77.735,23.537
COL-0 #2,5,ad-1,adaxial,6,385.75,141.75,-59.47,22.638
COL-0 #2,5,ad-1,adaxial,7,451.25,126.5,-64.398,26.613
COL-0 #2,5,ad-1,adaxial,1,60.25,107.75,15.461,24.382
COL-0 #2,5,ad-1,adaxial,3,118.75,93,79.38,24.418
COL-0 #2,5,ad-1,adaxial,8,435.25,36.5,73.54,22.94
COL-0 #2,1,ad-2,adaxial,20,228.5,487.75,76.908,22.074
COL-0 #2,1,ad-2,adaxial,14,459.25,485.25,77.347,25.11
COL-0 #2,1,ad-2,adaxial,21,283,481,-69.444,25.632
COL-0 #2,1,ad-2,adaxial,13,496,469.5,-25.201,18.788
COL-0 #2,1,ad-2,adaxial,12,419,441.25,-71.2,24.824
COL-0 #2,1,ad-2,adaxial,19,159.75,426.5,-69.444,21.36
COL-0 #2,1,ad-2,adaxial,18,9.25,396,55.222,21.915
COL-0 #2,1,ad-2,adaxial,15,288,381,-73.74,25
COL-0 #2,1,ad-2,adaxial,11,418.75,376,-63.435,23.479
COL-0 #2,1,ad-2,adaxial,16,139,367.5,84.806,22.091
COL-0 #2,1,ad-2,adaxial,17,13.5,342,54.782,20.809
COL-0 #2,1,ad-2,adaxial,10,469.25,300.5,83.118,29.21
COL-0 #2,1,ad-2,adaxial,9,447.75,228.5,7.943,21.708
COL-0 #2,1,ad-2,adaxial,3,122.5,138.75,74.876,19.164
COL-0 #2,1,ad-2,adaxial,6,247,138.5,45,21.213
COL-0 #2,1,ad-2,adaxial,7,401,98.25,25.408,22.142
COL-0 #2,1,ad-2,adaxial,22,1.5,94,45,1.414
COL-0 #2,1,ad-2,adaxial,2,137,73.75,-8.297,24.254
COL-0 #2,1,ad-2,adaxial,1,1,50.5,-45,1.414
COL-0 #2,1,ad-2,adaxial,5,272.5,45.5,31.43,21.095
COL-0 #2,1,ad-2,adaxial,8,443.5,39.25,-90,22.5
COL-0 #2,1,ad-2,adaxial,23,3.25,4,-33.69,1.803
COL-0 #2,1,ad-2,adaxial,4,171.5,3.5,45,1.414
COL-0 #2,2,ad-2,adaxial,23,181.75,508.75,71.565,1.581
COL-0 #2,2,ad-2,adaxial,25,283,503,-90,1
COL-0 #2,2,ad-2,adaxial,24,237.75,503,13.707,21.101
COL-0 #2,2,ad-2,adaxial,22,77.75,459,-42.709,26.538
COL-0 #2,2,ad-2,adaxial,18,351.25,432.25,-57.339,23.162
COL-0 #2,2,ad-2,adaxial,21,55.75,412.75,85.815,20.555
COL-0 #2,2,ad-2,adaxial,17,433.75,402.75,-45,23.335
COL-0 #2,2,ad-2,adaxial,20,85.75,390.75,-61.504,19.912
COL-0 #2,2,ad-2,adaxial,19,107.5,382,-3.18,18.028
COL-0 #2,2,ad-2,adaxial,16,352.75,344,-32.969,22.051
COL-0 #2,2,ad-2,adaxial,15,372.5,306.25,-66.297,22.389
COL-0 #2,2,ad-2,adaxial,14,30.5,292.25,-6.483,22.142
COL-0 #2,2,ad-2,adaxial,13,220.75,278.25,58.627,24.01
COL-0 #2,2,ad-2,adaxial,8,297.5,227.75,-68.682,22.006
COL-0 #2,2,ad-2,adaxial,9,355.75,222.75,64.026,21.691
COL-0 #2,2,ad-2,adaxial,7,177.25,206.75,-39.644,22.727
COL-0 #2,2,ad-2,adaxial,5,113,197.5,-45,24.042
COL-0 #2,2,ad-2,adaxial,6,204.25,177,25.866,18.337
COL-0 #2,2,ad-2,adaxial,4,31.75,114.75,-21.571,23.119
COL-0 #2,2,ad-2,adaxial,11,478,110,-70.71,21.19
COL-0 #2,2,ad-2,adaxial,10,452,92,-37.875,22.804
COL-0 #2,2,ad-2,adaxial,3,189,56.75,52.431,24.602
COL-0 #2,2,ad-2,adaxial,12,445,28.5,-39.094,20.616
COL-0 #2,2,ad-2,adaxial,1,0.25,3.75,-45,0.707
COL-0 #2,2,ad-2,adaxial,2,169.5,2,0,1
COL-0 #2,3,ad-2,adaxial,18,18.5,504.5,-90,1
COL-0 #2,3,ad-2,adaxial,19,407.75,492.25,6.633,21.645
COL-0 #2,3,ad-2,adaxial,15,40.25,457.25,-62.819,20.797
COL-0 #2,3,ad-2,adaxial,16,268.25,444.5,55.222,21.915
COL-0 #2,3,ad-2,adaxial,17,296,405.25,22.036,22.655
COL-0 #2,3,ad-2,adaxial,14,58.75,390.5,88.698,22.006
COL-0 #2,3,ad-2,adaxial,13,118.25,372.75,52.853,20.7
COL-0 #2,3,ad-2,adaxial,20,509.25,370.5,-75.964,2.062
COL-0 #2,3,ad-2,adaxial,12,181,330.25,34.019,24.13
COL-0 #2,3,ad-2,adaxial,10,226,307.75,-62.85,21.915
COL-0 #2,3,ad-2,adaxial,21,424.25,307.25,-74.539,24.382
COL-0 #2,3,ad-2,adaxial,9,307.5,291.75,-90,23.5
COL-0 #2,3,ad-2,adaxial,22,469.5,284.5,11.31,20.396
COL-0 #2,3,ad-2,adaxial,11,176.5,241.5,-83.991,19.105
COL-0 #2,3,ad-2,adaxial,8,268.75,226,-78.93,23.436
COL-0 #2,3,ad-2,adaxial,3,99,196.5,27.759,21.471
COL-0 #2,3,ad-2,adaxial,7,420.25,181.75,60.709,23.505
COL-0 #2,3,ad-2,adaxial,4,146.75,162,18.034,22.611
COL-0 #2,3,ad-2,adaxial,5,355.25,73.25,38.48,24.91
COL-0 #2,3,ad-2,adaxial,2,102.5,47.5,-69.146,22.472
COL-0 #2,3,ad-2,adaxial,6,387.5,44.25,59.982,25.986
COL-0 #2,3,ad-2,adaxial,1,76.5,12.5,-87.614,24.021
COL-0 #2,4,ad-2,adaxial,19,2.5,510.5,0,1
COL-0 #2,4,ad-2,adaxial,16,385.5,474.25,-44.029,20.863
COL-0 #2,4,ad-2,adaxial,17,228.75,465.75,85.815,20.555
COL-0 #2,4,ad-2,adaxial,18,70.5,416.75,90,20.5
COL-0 #2,4,ad-2,adaxial,15,450.5,405,-21.371,24.698
COL-0 #2,4,ad-2,adaxial,12,296.25,380.5,-44.215,25.812
COL-0 #2,4,ad-2,adaxial,11,118.75,345.25,53.881,22.902
COL-0 #2,4,ad-2,adaxial,14,456.5,323.5,-13.392,21.587
COL-0 #2,4,ad-2,adaxial,13,364,316.5,-4.97,23.087
COL-0 #2,4,ad-2,adaxial,9,255,250.75,-58.392,22.897
COL-0 #2,4,ad-2,adaxial,10,159.5,223.25,83.541,26.669
COL-0 #2,4,ad-2,adaxial,8,294.75,173.25,-70.115,24.99
COL-0 #2,4,ad-2,adaxial,6,480,168,69.146,22.472
COL-0 #2,4,ad-2,adaxial,7,293.5,124.5,20.854,22.472
COL-0 #2,4,ad-2,adaxial,2,195.75,102.5,-49.028,25.164
COL-0 #2,4,ad-2,adaxial,4,416,89.5,70.017,23.409
COL-0 #2,4,ad-2,adaxial,5,453.75,61.25,-6.953,20.652
COL-0 #2,4,ad-2,adaxial,3,364,32,5.194,22.091
COL-0 #2,4,ad-2,adaxial,1,97,7.5,64.799,18.788
COL-0 #2,5,ad-2,adaxial,23,96,511,0,1
COL-0 #2,5,ad-2,adaxial,22,229.75,509.75,45,0.707
COL-0 #2,5,ad-2,adaxial,21,373.75,503,-63.435,1.118
COL-0 #2,5,ad-2,adaxial,20,501.5,478.5,-28.811,22.825
COL-0 #2,5,ad-2,adaxial,18,261.75,469.5,-20.956,25.164
COL-0 #2,5,ad-2,adaxial,17,149,449.25,16.46,22.94
COL-0 #2,5,ad-2,adaxial,19,420.75,435.25,81.87,24.749
COL-0 #2,5,ad-2,adaxial,16,50.5,388.25,-18.06,24.192
COL-0 #2,5,ad-2,adaxial,15,118.5,349,8.13,21.213
COL-0 #2,5,ad-2,adaxial,14,497.75,296.25,79.16,23.927
COL-0 #2,5,ad-2,adaxial,13,361.25,270,-31.891,26.5
COL-0 #2,5,ad-2,adaxial,10,46.5,267,55.008,24.413
COL-0 #2,5,ad-2,adaxial,9,91.75,238.75,18.435,23.717
COL-0 #2,5,ad-2,adaxial,11,210.5,235,-2.203,26.019
COL-0 #2,5,ad-2,adaxial,12,326,233.25,45.83,24.398
COL-0 #2,5,ad-2,adaxial,4,314.25,173.5,58.465,25.812
COL-0 #2,5,ad-2,adaxial,5,428,169.25,-9.039,22.277
COL-0 #2,5,ad-2,adaxial,2,141,143,45,25.456
COL-0 #2,5,ad-2,adaxial,6,464.75,122.5,44.17,24.398
COL-0 #2,5,ad-2,adaxial,1,11,84.75,-79.461,21.869
COL-0 #2,5,ad-2,adaxial,3,311.75,71.5,48.013,20.18
COL-0 #2,5,ad-2,adaxial,7,503.25,51.75,66.161,23.505
COL-0 #2,5,ad-2,adaxial,8,465.5,25.25,27.699,22.589
COL-0 #2,1,ad-3,adaxial,13,228,500,31.759,24.698
COL-0 #2,1,ad-3,adaxial,14,61,466.75,12.407,25.598
COL-0 #2,1,ad-3,adaxial,12,421.25,463.25,76.827,24.135
COL-0 #2,1,ad-3,adaxial,11,245.75,427.75,-23.839,23.505
COL-0 #2,1,ad-3,adaxial,15,84.25,420.5,-45.909,22.277
COL-0 #2,1,ad-3,adaxial,10,314,313.75,71.147,21.662
COL-0 #2,1,ad-3,adaxial,9,473.25,293,54.605,23.308
COL-0 #2,1,ad-3,adaxial,8,286.5,265.5,25.463,23.259
COL-0 #2,1,ad-3,adaxial,7,27.5,202.25,-71.2,24.824
COL-0 #2,1,ad-3,adaxial,6,124.5,177.5,74.745,22.804
COL-0 #2,1,ad-3,adaxial,5,490.25,121.75,-25.017,24.829
COL-0 #2,1,ad-3,adaxial,2,26,103,-2.726,21.024
COL-0 #2,1,ad-3,adaxial,3,224.5,82.75,-60.573,22.389
COL-0 #2,1,ad-3,adaxial,4,458.75,75.25,49.764,25.544
COL-0 #2,1,ad-3,adaxial,1,111.25,34.25,-51.582,18.507
COL-0 #2,2,ad-3,adaxial,21,126.25,460.5,-40.855,24.459
COL-0 #2,2,ad-3,adaxial,20,410.5,456.5,39.094,20.616
COL-0 #2,2,ad-3,adaxial,19,326.75,426.25,-6.34,22.638
COL-0 #2,2,ad-3,adaxial,17,213,383.75,-59.657,23.754
COL-0 #2,2,ad-3,adaxial,18,181.25,375.5,-23.385,20.156
COL-0 #2,2,ad-3,adaxial,16,412,361.5,23.629,17.464
COL-0 #2,2,ad-3,adaxial,15,273,304,-20.854,22.472
COL-0 #2,2,ad-3,adaxial,14,7.5,237.25,65.225,21.477
COL-0 #2,2,ad-3,adaxial,12,346.25,200.75,19.231,22.771
COL-0 #2,2,ad-3,adaxial,11,397,187,36.384,23.601
COL-0 #2,2,ad-3,adaxial,13,20.25,171,-70.346,22.299
COL-0 #2,2,ad-3,adaxial,7,235.25,158.5,18.853,21.662
COL-0 #2,2,ad-3,adaxial,6,89,122.75,-31.185,22.209
COL-0 #2,2,ad-3,adaxial,10,504.5,114.75,-87.064,19.526
COL-0 #2,2,ad-3,adaxial,9,358.75,102.75,-22.521,22.192
COL-0 #2,2,ad-3,adaxial,8,279,93.25,-8.653,23.265
COL-0 #2,2,ad-3,adaxial,4,88.75,52.75,-31.373,24.01
COL-0 #2,2,ad-3,adaxial,5,163.75,47.5,44.17,24.398
COL-0 #2,2,ad-3,adaxial,3,317,27,62.241,21.471
COL-0 #2,2,ad-3,adaxial,1,37.25,8.75,-40.764,19.144
COL-0 #2,2,ad-3,adaxial,2,178.75,4.25,1.548,18.507
COL-0 #2,3,ad-3,adaxial,18,451.5,470.25,61.928,25.5
COL-0 #2,3,ad-3,adaxial,17,164.75,458.75,-62.928,25.269
COL-0 #2,3,ad-3,adaxial,16,121,423.25,29.899,23.071
COL-0 #2,3,ad-3,adaxial,15,68.75,422.75,-79.592,24.91
COL-0 #2,3,ad-3,adaxial,11,504,369.25,-79.461,21.869
COL-0 #2,3,ad-3,adaxial,13,194.5,367,78.69,25.495
COL-0 #2,3,ad-3,adaxial,12,392.25,361,58.815,22.209
COL-0 #2,3,ad-3,adaxial,14,161.75,323.25,-1.332,21.506
COL-0 #2,3,ad-3,adaxial,10,380,249.5,35.538,25.807
COL-0 #2,3,ad-3,adaxial,9,308,213.25,-75.677,24.254
COL-0 #2,3,ad-3,adaxial,5,30.75,184.75,27.031,27.505
COL-0 #2,3,ad-3,adaxial,4,50.5,141.75,71.917,25.773
COL-0 #2,3,ad-3,adaxial,8,345.25,141,28.072,25.5
COL-0 #2,3,ad-3,adaxial,7,498,139,165.964,24.739
COL-0 #2,3,ad-3,adaxial,6,108.25,116.25,-48.691,21.966
COL-0 #2,3,ad-3,adaxial,3,119,66.5,48.576,22.672
COL-0 #2,3,ad-3,adaxial,1,95,10.25,49.686,21.639
COL-0 #2,3,ad-3,adaxial,2,296.25,8.25,16.821,22.461
COL-0 #2,4,ad-3,adaxial,16,185.75,499.5,38.66,22.411
COL-0 #2,4,ad-3,adaxial,14,355.75,433.25,28.496,19.912
COL-0 #2,4,ad-3,adaxial,13,445.5,431.25,66.615,20.156
COL-0 #2,4,ad-3,adaxial,15,189,384.25,71.966,22.611
COL-0 #2,4,ad-3,adaxial,17,3.25,376.75,18.435,1.581
COL-0 #2,4,ad-3,adaxial,12,344,354,10.784,21.378
COL-0 #2,4,ad-3,adaxial,11,450.25,275.5,28.217,23.265
COL-0 #2,4,ad-3,adaxial,6,62.25,244.25,20.095,21.829
COL-0 #2,4,ad-3,adaxial,7,336,215.75,-71.966,22.611
COL-0 #2,4,ad-3,adaxial,5,35.25,199.25,46.685,24.052
COL-0 #2,4,ad-3,adaxial,4,218.5,150.75,-68.682,22.006
COL-0 #2,4,ad-3,adaxial,3,309,136.25,74.407,22.322
COL-0 #2,4,ad-3,adaxial,8,498,122,-40.101,24.839
COL-0 #2,4,ad-3,adaxial,10,396.75,114,77.093,24.622
COL-0 #2,4,ad-3,adaxial,1,214.25,104.5,-18.034,22.611
COL-0 #2,4,ad-3,adaxial,2,257.5,60.5,9.866,23.345
COL-0 #2,4,ad-3,adaxial,9,499,46.5,-68.199,21.541
COL-0 #2,5,ad-3,adaxial,22,331.75,510.5,0,0.5
COL-0 #2,5,ad-3,adaxial,21,79.75,508.75,45,0.707
COL-0 #2,5,ad-3,adaxial,20,41,478,96.34,27.166
COL-0 #2,5,ad-3,adaxial,18,443,448.25,67.286,23.308
COL-0 #2,5,ad-3,adaxial,19,273.75,423.5,74.219,23.901
COL-0 #2,5,ad-3,adaxial,17,413.25,412.25,6.072,23.633
COL-0 #2,5,ad-3,adaxial,12,1.25,375,0,0.5
COL-0 #2,5,ad-3,adaxial,13,217.25,370.75,-34.695,23.717
COL-0 #2,5,ad-3,adaxial,15,401.5,357.75,47.564,23.712
COL-0 #2,5,ad-3,adaxial,11,102.75,354,-2.545,22.522
COL-0 #2,5,ad-3,adaxial,14,273,324,32.471,26.077
COL-0 #2,5,ad-3,adaxial,10,67.75,280.75,46.591,25.466
COL-0 #2,5,ad-3,adaxial,9,227.75,267.5,4.865,23.585
COL-0 #2,5,ad-3,adaxial,16,509.25,258.25,-45,2.121
COL-0 #2,5,ad-3,adaxial,5,57.75,205,80.181,26.387
COL-0 #2,5,ad-3,adaxial,6,465,155.75,32.574,21.36
COL-0 #2,5,ad-3,adaxial,4,49.5,155.5,25.346,21.024
COL-0 #2,5,ad-3,adaxial,3,235.5,145,-49.635,26.249
COL-0 #2,5,ad-3,adaxial,7,501.5,140.25,-12.68,20.5
COL-0 #2,5,ad-3,adaxial,2,217.25,94.5,26.053,25.045
COL-0 #2,5,ad-3,adaxial,1,94.5,22.5,51.009,27.019
COL-0 #2,5,ad-3,adaxial,8,452.5,12.75,-52.028,26.005
COL-0 #2,1,ad-4,adaxial,19,13.25,453.25,45,21.92
COL-0 #2,1,ad-4,adaxial,18,88,423,38.29,24.207
COL-0 #2,1,ad-4,adaxial,17,213.5,387.25,-45.939,21.57
COL-0 #2,1,ad-4,adaxial,16,252.25,383,20.41,22.94
COL-0 #2,1,ad-4,adaxial,15,505.25,328.5,38.66,16.008
COL-0 #2,1,ad-4,adaxial,11,238.75,295.75,24.864,22.594
COL-0 #2,1,ad-4,adaxial,12,345,294.75,-64.134,18.337
COL-0 #2,1,ad-4,adaxial,13,375.5,291.5,0,23
COL-0 #2,1,ad-4,adaxial,14,461,265.25,58.109,26.5
COL-0 #2,1,ad-4,adaxial,9,79,258.5,46.637,24.759
COL-0 #2,1,ad-4,adaxial,10,224.5,250.75,85.135,23.585
COL-0 #2,1,ad-4,adaxial,8,13.5,238.5,-75.379,23.77
COL-0 #2,1,ad-4,adaxial,5,506.25,194.5,61.074,21.708
COL-0 #2,1,ad-4,adaxial,6,75.25,175.25,33.996,25.933
COL-0 #2,1,ad-4,adaxial,4,407.5,174.25,-38.853,23.114
COL-0 #2,1,ad-4,adaxial,7,45.25,146.25,25.71,14.983
COL-0 #2,1,ad-4,adaxial,3,348.75,74.25,62.819,20.797
COL-0 #2,1,ad-4,adaxial,2,231.5,3.25,56.31,1.803
COL-0 #2,1,ad-4,adaxial,1,69.5,0.5,0,1
COL-0 #2,2,ad-4,adaxial,21,304.5,487.5,68.199,21.541
COL-0 #2,2,ad-4,adaxial,22,379.25,473.5,0,22.5
COL-0 #2,2,ad-4,adaxial,20,108,459.25,53.973,20.402
COL-0 #2,2,ad-4,adaxial,18,219.25,417.25,-71.565,20.555
COL-0 #2,2,ad-4,adaxial,19,113.5,412.25,-3.9,22.051
COL-0 #2,2,ad-4,adaxial,16,297.25,373,-76.551,23.648
COL-0 #2,2,ad-4,adaxial,17,185.75,372.5,-75.964,22.677
COL-0 #2,2,ad-4,adaxial,15,440.75,291.75,-53.881,22.902
COL-0 #2,2,ad-4,adaxial,12,238.5,273.5,-78.69,20.396
COL-0 #2,2,ad-4,adaxial,11,177.5,247.25,84.685,21.593
COL-0 #2,2,ad-4,adaxial,13,291,231.5,-81.87,21.213
COL-0 #2,2,ad-4,adaxial,9,5,231.5,0,1
COL-0 #2,2,ad-4,adaxial,10,167.25,218.75,66.448,21.272
COL-0 #2,2,ad-4,adaxial,14,362.75,196.75,-43.091,21.225
COL-0 #2,2,ad-4,adaxial,8,62.75,166.75,53.427,19.3
COL-0 #2,2,ad-4,adaxial,7,30.5,139.75,16.991,18.822
COL-0 #2,2,ad-4,adaxial,5,435.5,93.5,51.71,24.207
COL-0 #2,2,ad-4,adaxial,6,341,67.5,85.236,24.083
COL-0 #2,2,ad-4,adaxial,1,67.5,28,-40.601,18.439
COL-0 #2,2,ad-4,adaxial,3,358.75,14.25,39.289,21.319
COL-0 #2,2,ad-4,adaxial,2,153.75,0.75,-18.435,1.581
COL-0 #2,2,ad-4,adaxial,4,465.25,0.5,63.435,1.118
COL-0 #2,3,ad-4,adaxial,16,107.25,483.75,15.803,27.541
COL-0 #2,3,ad-4,adaxial,15,457,472.5,-5.194,22.091
COL-0 #2,3,ad-4,adaxial,14,378.75,407.5,91.193,24.005
COL-0 #2,3,ad-4,adaxial,13,199,403,-7.125,24.187
COL-0 #2,3,ad-4,adaxial,12,152.25,344.25,93.652,23.548
COL-0 #2,3,ad-4,adaxial,11,129.25,306.75,-32.661,23.162
COL-0 #2,3,ad-4,adaxial,10,301.75,305.25,27.072,25.269
COL-0 #2,3,ad-4,adaxial,8,421.75,274.5,95.947,24.13
COL-0 #2,3,ad-4,adaxial,9,278,261.75,-17.199,21.983
COL-0 #2,3,ad-4,adaxial,5,202.25,193.25,-50.356,22.727
COL-0 #2,3,ad-4,adaxial,3,128.5,184,27.646,23.707
COL-0 #2,3,ad-4,adaxial,4,224.5,152.25,-32.574,21.36
COL-0 #2,3,ad-4,adaxial,2,14.75,121.75,69.905,21.829
COL-0 #2,3,ad-4,adaxial,7,437,120,76.504,25.71
COL-0 #2,3,ad-4,adaxial,1,48.5,87.25,70.253,20.718
COL-0 #2,3,ad-4,adaxial,6,298.25,31.5,57.265,24.965
COL-0 #2,4,ad-4,adaxial,18,340.75,497.25,30.174,24.87
COL-0 #2,4,ad-4,adaxial,15,18.25,449.75,17.7,24.668
COL-0 #2,4,ad-4,adaxial,14,51.25,413.25,45,21.92
COL-0 #2,4,ad-4,adaxial,16,283.25,404.25,48.691,21.966
COL-0 #2,4,ad-4,adaxial,13,55.5,377.75,-45.83,24.398
COL-0 #2,4,ad-4,adaxial,17,287.5,358,87.709,25.02
COL-0 #2,4,ad-4,adaxial,19,499.75,332.25,19.885,24.99
COL-0 #2,4,ad-4,adaxial,12,260,308,-65.772,21.932
COL-0 #2,4,ad-4,adaxial,11,237.75,288.25,16.113,23.42
COL-0 #2,4,ad-4,adaxial,10,143,239.25,117.15,21.915
COL-0 #2,4,ad-4,adaxial,8,263,207.25,106.22,28.64
COL-0 #2,4,ad-4,adaxial,7,365,205.5,-43.152,21.932
COL-0 #2,4,ad-4,adaxial,9,134.25,197,-12.875,17.951
COL-0 #2,4,ad-4,adaxial,6,483.75,178.5,67.38,19.5
COL-0 #2,4,ad-4,adaxial,3,167.25,173.75,-32.125,25.387
COL-0 #2,4,ad-4,adaxial,5,373.25,166.75,20.095,21.829
COL-0 #2,4,ad-4,adaxial,4,256.5,164.25,-6.483,22.142
COL-0 #2,4,ad-4,adaxial,1,100.75,80.75,5.826,24.627
COL-0 #2,4,ad-4,adaxial,2,293.5,0.25,26.565,1.118
COL-0 #2,5,ad-4,adaxial,15,122.5,510,-45,1.414
COL-0 #2,5,ad-4,adaxial,14,186.75,488,111.595,25.812
COL-0 #2,5,ad-4,adaxial,16,45.5,468,-38.29,24.207
COL-0 #2,5,ad-4,adaxial,12,368.75,437.5,-53.13,22.5
COL-0 #2,5,ad-4,adaxial,13,323.25,435.25,-35.272,25.11
COL-0 #2,5,ad-4,adaxial,17,21.25,424.75,27.121,23.033
COL-0 #2,5,ad-4,adaxial,10,300.25,314.5,77.093,24.622
COL-0 #2,5,ad-4,adaxial,11,439.75,302.5,12.011,24.026
COL-0 #2,5,ad-4,adaxial,8,0.5,301.75,36.87,2.5
COL-0 #2,5,ad-4,adaxial,7,90,300,82.147,29.275
COL-0 #2,5,ad-4,adaxial,9,257,285,45,28.284
COL-0 #2,5,ad-4,adaxial,6,195.5,202.25,4.289,20.056
COL-0 #2,5,ad-4,adaxial,5,221.75,174.25,-52.125,28.504
COL-0 #2,5,ad-4,adaxial,3,309,147,73.496,28.16
COL-0 #2,5,ad-4,adaxial,4,208.75,117.25,25.017,24.829
COL-0 #2,5,ad-4,adaxial,2,369.25,99.25,-39.644,22.727
COL-0 #2,5,ad-4,adaxial,1,467.5,22.75,-58.392,22.897
COL-0 HL,1,ab-1,abaxial,89,167.25,511,0,0.5
COL-0 HL,1,ab-1,abaxial,88,217,510.25,-26.565,1.118
COL-0 HL,1,ab-1,abaxial,90,13.25,510,0,0.5
COL-0 HL,1,ab-1,abaxial,87,449.25,492.25,20.695,24.052
COL-0 HL,1,ab-1,abaxial,91,21.25,483.5,116.565,21.243
COL-0 HL,1,ab-1,abaxial,79,361.75,477.25,105.751,20.261
COL-0 HL,1,ab-1,abaxial,92,39.5,475.25,153.435,14.534
COL-0 HL,1,ab-1,abaxial,77,270.75,473.75,131.055,20.555
COL-0 HL,1,ab-1,abaxial,72,147,471.25,50.013,20.23
COL-0 HL,1,ab-1,abaxial,70,93.75,471.25,68.499,17.734
COL-0 HL,1,ab-1,abaxial,78,303.25,467.5,88.755,23.005
COL-0 HL,1,ab-1,abaxial,86,490.75,465.75,124.875,20.112
COL-0 HL,1,ab-1,abaxial,81,436.75,454.5,109.855,19.138
COL-0 HL,1,ab-1,abaxial,80,369.25,447.5,160.253,20.718
COL-0 HL,1,ab-1,abaxial,71,147.25,444,102.095,21.477
COL-0 HL,1,ab-1,abaxial,76,291,437,87.397,22.023
COL-0 HL,1,ab-1,abaxial,69,85.5,436,120.069,21.954
COL-0 HL,1,ab-1,abaxial,82,461.75,435.75,142.125,17.103
COL-0 HL,1,ab-1,abaxial,73,181.75,434.75,135,21.92
COL-0 HL,1,ab-1,abaxial,74,242.5,423.75,138.013,20.18
COL-0 HL,1,ab-1,abaxial,63,167,415.5,27.897,19.235
COL-0 HL,1,ab-1,abaxial,83,483.5,413,137.121,19.105
COL-0 HL,1,ab-1,abaxial,84,428.75,408,14.323,24.254
COL-0 HL,1,ab-1,abaxial,75,300,404.75,-10.62,24.418
COL-0 HL,1,ab-1,abaxial,62,177.75,402,9.866,11.673
COL-0 HL,1,ab-1,abaxial,61,247.5,396,131.82,25.495
COL-0 HL,1,ab-1,abaxial,66,56.25,378.75,138.945,20.555
COL-0 HL,1,ab-1,abaxial,60,300,378.25,149.744,20.839
COL-0 HL,1,ab-1,abaxial,67,1.5,377.75,-26.565,1.118
COL-0 HL,1,ab-1,abaxial,64,109.25,377,88.21,16.008
COL-0 HL,1,ab-1,abaxial,65,92.25,370.5,88.568,20.006
COL-0 HL,1,ab-1,abaxial,85,439.5,369,87.51,23.022
COL-0 HL,1,ab-1,abaxial,59,313.75,363.5,88.091,15.008
COL-0 HL,1,ab-1,abaxial,68,10,360.25,85.426,12.54
COL-0 HL,1,ab-1,abaxial,93,510.5,351,-90,1
COL-0 HL,1,ab-1,abaxial,58,295.75,340.25,25.907,19.455
COL-0 HL,1,ab-1,abaxial,52,14.75,337.5,-47.816,21.593
COL-0 HL,1,ab-1,abaxial,53,74.25,332.5,-36.656,26.8
COL-0 HL,1,ab-1,abaxial,43,480,303.25,-24.102,20.815
COL-0 HL,1,ab-1,abaxial,45,368.5,302.75,37.999,20.304
COL-0 HL,1,ab-1,abaxial,57,230.75,300,57.771,27.189
COL-0 HL,1,ab-1,abaxial,49,290,297.5,148.241,24.698
COL-0 HL,1,ab-1,abaxial,51,2,296.75,26.565,1.118
COL-0 HL,1,ab-1,abaxial,44,440.75,296,91.364,21.006
COL-0 HL,1,ab-1,abaxial,54,198,291.5,24.228,21.932
COL-0 HL,1,ab-1,abaxial,48,323.5,279.5,128.157,17.804
COL-0 HL,1,ab-1,abaxial,42,464.5,276.75,-62.85,21.915
COL-0 HL,1,ab-1,abaxial,46,344.5,276,109.29,21.19
COL-0 HL,1,ab-1,abaxial,47,337.25,248.5,101.004,18.337
COL-0 HL,1,ab-1,abaxial,50,246.5,244.75,112.714,23.308
COL-0 HL,1,ab-1,abaxial,55,186.5,237.5,45,21.213
COL-0 HL,1,ab-1,abaxial,37,0.5,234.5,135,1.414
COL-0 HL,1,ab-1,abaxial,41,364.75,232.75,-49.764,25.544
COL-0 HL,1,ab-1,abaxial,56,164.5,225.5,83.29,17.117
COL-0 HL,1,ab-1,abaxial,36,9.5,215.75,86.906,18.527
COL-0 HL,1,ab-1,abaxial,35,27.25,211.75,123.232,17.335
COL-0 HL,1,ab-1,abaxial,17,371.75,203.75,60.945,15.443
COL-0 HL,1,ab-1,abaxial,19,316.75,190.5,59.744,20.839
COL-0 HL,1,ab-1,abaxial,33,122.75,190.25,47.386,16.985
COL-0 HL,1,ab-1,abaxial,39,198,186.75,24.102,20.815
COL-0 HL,1,ab-1,abaxial,38,174.25,185.25,94.399,19.558
COL-0 HL,1,ab-1,abaxial,16,483,177.75,90,23.5
COL-0 HL,1,ab-1,abaxial,32,109.25,170.5,81.703,24.254
COL-0 HL,1,ab-1,abaxial,18,339.25,168.75,46.685,24.052
COL-0 HL,1,ab-1,abaxial,34,66,168,129.094,20.616
COL-0 HL,1,ab-1,abaxial,15,454.75,167.25,75.579,18.069
COL-0 HL,1,ab-1,abaxial,20,277.75,159.75,67.479,22.192
COL-0 HL,1,ab-1,abaxial,40,211.25,149.5,42.436,23.712
COL-0 HL,1,ab-1,abaxial,14,456.75,147.5,3.691,15.532
