treatment,leaf_number,image_number,surface,stomata_number,x,y,angle,length
COL-0 HL,1,ad-5,adaxial,49,262.5,308.25,95.315,21.593
COL-0 HL,1,ad-5,adaxial,31,163,283.5,53.616,23.601
COL-0 HL,1,ad-5,adaxial,34,308,263.75,16.144,19.78
COL-0 HL,1,ad-5,adaxial,35,341.25,261.25,43.091,21.225
COL-0 HL,1,ad-5,adaxial,29,60.25,253,157.286,23.308
COL-0 HL,1,ad-5,adaxial,32,205.5,246.25,47.42,25.125
COL-0 HL,1,ad-5,adaxial,30,14,239.75,123.69,23.436
COL-0 HL,1,ad-5,adaxial,17,402.75,239.25,112.38,27.577
COL-0 HL,1,ad-5,adaxial,33,247.75,238.5,75.324,21.708
COL-0 HL,1,ad-5,adaxial,16,468.25,230.75,-9.246,21.783
COL-0 HL,1,ad-5,adaxial,28,101,227.75,70.427,23.88
COL-0 HL,1,ad-5,adaxial,25,203,204.5,54.162,22.204
COL-0 HL,1,ad-5,adaxial,15,409,197.75,50.332,26.632
COL-0 HL,1,ad-5,adaxial,27,89,190.75,-4.086,21.054
COL-0 HL,1,ad-5,adaxial,26,144,185,94.97,23.087
COL-0 HL,1,ad-5,adaxial,18,319.5,175,34.38,23.022
COL-0 HL,1,ad-5,adaxial,14,371.75,168,57.426,21.36
COL-0 HL,1,ad-5,adaxial,24,234.75,165.5,131.987,20.18
COL-0 HL,1,ad-5,adaxial,13,505.5,140.5,0,1
COL-0 HL,1,ad-5,adaxial,22,195,126,120.069,21.954
COL-0 HL,1,ad-5,adaxial,12,448.25,125.5,48.013,20.18
COL-0 HL,1,ad-5,adaxial,19,312,112.75,144.058,24.703
COL-0 HL,1,ad-5,adaxial,23,157.25,112.75,75.651,22.192
COL-0 HL,1,ad-5,adaxial,21,270.25,110.75,55.305,23.717
COL-0 HL,1,ad-5,adaxial,11,466.75,103.25,-11.31,22.946
COL-0 HL,1,ad-5,adaxial,59,43.25,88.5,-38.234,21.006
COL-0 HL,1,ad-5,adaxial,20,317.5,80.75,127.569,24.602
COL-0 HL,1,ad-5,adaxial,10,418.5,75,41.634,24.083
COL-0 HL,1,ad-5,adaxial,4,113.75,60.75,43.091,21.225
COL-0 HL,1,ad-5,adaxial,7,385.5,49.5,41.634,24.083
COL-0 HL,1,ad-5,adaxial,2,118.25,28.75,129.644,22.727
COL-0 HL,1,ad-5,adaxial,6,354.5,28,81.469,20.224
COL-0 HL,1,ad-5,adaxial,3,139,17,133.152,21.932
COL-0 HL,1,ad-5,adaxial,8,445,16.75,50.964,23.817
COL-0 HL,1,ad-5,adaxial,1,84.25,14.75,10.176,19.812
COL-0 HL,1,ad-5,adaxial,5,264.5,10.75,121.608,22.897
COL-0 HL,1,ad-5,adaxial,9,487.25,1.5,63.435,1.118
COL-0 HL,4,ad-5,adaxial,54,7.5,505.75,90,2.5
COL-0 HL,4,ad-5,adaxial,50,493.25,494.25,-38.884,19.912
COL-0 HL,4,ad-5,adaxial,49,455.25,489.25,-15.018,21.225
COL-0 HL,4,ad-5,adaxial,51,147.5,487.75,87.455,22.522
COL-0 HL,4,ad-5,adaxial,48,323.5,483.75,92.437,23.521
COL-0 HL,4,ad-5,adaxial,46,360,467,43.152,21.932
COL-0 HL,4,ad-5,adaxial,52,88.25,456.5,24.944,23.712
COL-0 HL,4,ad-5,adaxial,53,38,454.5,70.71,21.19
COL-0 HL,4,ad-5,adaxial,47,320.75,440.75,29.578,21.272
COL-0 HL,4,ad-5,adaxial,42,23,382.75,33.341,22.743
COL-0 HL,4,ad-5,adaxial,44,276.25,381.25,30.964,20.408
COL-0 HL,4,ad-5,adaxial,45,399,380,43.264,23.345
COL-0 HL,4,ad-5,adaxial,40,84.75,372.5,159.59,22.94
COL-0 HL,4,ad-5,adaxial,43,267.25,356.75,65.323,20.359
COL-0 HL,4,ad-5,adaxial,39,119.75,354,67.964,22.655
COL-0 HL,4,ad-5,adaxial,31,438.75,347.25,135,23.335
COL-0 HL,4,ad-5,adaxial,33,485.5,343.25,131.878,19.474
COL-0 HL,4,ad-5,adaxial,37,196.75,338,24.944,23.712
COL-0 HL,4,ad-5,adaxial,34,327,334.5,85.03,23.087
COL-0 HL,4,ad-5,adaxial,36,245.5,334,50.906,20.616
COL-0 HL,4,ad-5,adaxial,41,10.5,329.75,119.168,24.622
COL-0 HL,4,ad-5,adaxial,32,409,325.5,15.255,22.804
COL-0 HL,4,ad-5,adaxial,35,298,323.75,42.357,23.005
COL-0 HL,4,ad-5,adaxial,38,150.75,321.5,136.005,20.156
COL-0 HL,4,ad-5,adaxial,26,129.25,276.5,83.797,23.135
COL-0 HL,4,ad-5,adaxial,28,346.25,267.75,114.677,20.359
COL-0 HL,4,ad-5,adaxial,30,491.5,260.25,59.859,17.923
COL-0 HL,4,ad-5,adaxial,29,463,248,39.094,20.616
COL-0 HL,4,ad-5,adaxial,27,328,241,82.235,22.204
COL-0 HL,4,ad-5,adaxial,55,0.75,228.5,63.435,1.118
COL-0 HL,4,ad-5,adaxial,22,179,220.75,81.254,19.729
COL-0 HL,4,ad-5,adaxial,24,241.75,216.5,91.193,24.005
COL-0 HL,4,ad-5,adaxial,21,26,216.25,53.973,20.402
COL-0 HL,4,ad-5,adaxial,25,269.25,195.5,39.036,23.817
COL-0 HL,4,ad-5,adaxial,23,206.75,194,-18.034,22.611
COL-0 HL,4,ad-5,adaxial,20,108.25,184.25,64.026,21.691
COL-0 HL,4,ad-5,adaxial,10,435.5,176.75,76.293,21.101
COL-0 HL,4,ad-5,adaxial,19,125.25,160.25,59.036,20.408
COL-0 HL,4,ad-5,adaxial,11,385.5,158.75,38.853,23.114
COL-0 HL,4,ad-5,adaxial,9,495,155.5,99.462,18.248
COL-0 HL,4,ad-5,adaxial,18,175.75,132.75,70.463,16.447
COL-0 HL,4,ad-5,adaxial,8,446.25,123.5,43.995,20.156
COL-0 HL,4,ad-5,adaxial,17,140.25,114.5,-39.611,18.822
COL-0 HL,4,ad-5,adaxial,7,361.25,111.5,27.15,21.915
COL-0 HL,4,ad-5,adaxial,16,64,107.25,22.036,22.655
COL-0 HL,4,ad-5,adaxial,4,471.25,97,66.975,21.731
COL-0 HL,4,ad-5,adaxial,12,221.5,95.25,-28.926,21.708
COL-0 HL,4,ad-5,adaxial,5,429,81.75,-4.514,19.059
COL-0 HL,4,ad-5,adaxial,6,369.5,73.75,61.783,23.265
COL-0 HL,4,ad-5,adaxial,13,203.5,66.5,152.354,23.707
COL-0 HL,4,ad-5,adaxial,3,453,66.25,20.556,21.36
COL-0 HL,4,ad-5,adaxial,14,163.5,53.75,158.875,23.585
COL-0 HL,4,ad-5,adaxial,15,123.25,51.25,142.352,22.102
COL-0 HL,4,ad-5,adaxial,2,408,3,90,1
COL-0 HL,4,ad-5,adaxial,1,251.5,0.25,-90,0.5
COL-0 LL,1,ab-1,abaxial,21,288.75,505.25,71.565,1.581
COL-0 LL,1,ab-1,abaxial,18,106.25,446.5,51.072,16.711
COL-0 LL,1,ab-1,abaxial,17,116.5,408.75,20.556,21.36
COL-0 LL,1,ab-1,abaxial,19,417.25,401.5,74.624,20.742
COL-0 LL,1,ab-1,abaxial,16,233.25,384.5,44.061,21.57
COL-0 LL,1,ab-1,abaxial,20,504.5,378.75,84.685,21.593
COL-0 LL,1,ab-1,abaxial,22,0.5,361,90,1
COL-0 LL,1,ab-1,abaxial,15,308.75,350,156.615,20.156
COL-0 LL,1,ab-1,abaxial,14,393.25,290.25,81.158,22.771
COL-0 LL,1,ab-1,abaxial,6,15.75,289.25,52.352,22.102
COL-0 LL,1,ab-1,abaxial,5,14.25,255.75,29.932,19.039
COL-0 LL,1,ab-1,abaxial,13,223.25,225.25,36.634,24.3
COL-0 LL,1,ab-1,abaxial,12,436.75,217.5,63.435,21.243
COL-0 LL,1,ab-1,abaxial,4,3.75,194.5,-63.435,1.118
COL-0 LL,1,ab-1,abaxial,3,140,173.75,66.038,24.622
COL-0 LL,1,ab-1,abaxial,11,493.25,146.75,7.306,19.66
COL-0 LL,1,ab-1,abaxial,10,301,125.25,19.654,22.299
COL-0 LL,1,ab-1,abaxial,9,272.75,122.5,2.793,20.524
COL-0 LL,1,ab-1,abaxial,2,145.75,101.75,80.311,20.797
COL-0 LL,1,ab-1,abaxial,8,292.5,93,47.121,19.105
COL-0 LL,1,ab-1,abaxial,7,406.75,56.5,85.914,21.054
COL-0 LL,1,ab-1,abaxial,1,156,46,46.637,24.759
COL-0 LL,2,ab-1,abaxial,26,475,484.75,46.081,18.742
COL-0 LL,2,ab-1,abaxial,23,254,483.5,0,22
COL-0 LL,2,ab-1,abaxial,27,491.75,456.25,34.114,18.722
COL-0 LL,2,ab-1,abaxial,22,165.75,451,21.161,16.621
COL-0 LL,2,ab-1,abaxial,21,139,444,-3.013,19.026
COL-0 LL,2,ab-1,abaxial,28,0.5,429.75,90,1.5
COL-0 LL,2,ab-1,abaxial,24,282.25,399.5,19.747,20.718
COL-0 LL,2,ab-1,abaxial,25,399,393.5,40.914,19.849
COL-0 LL,2,ab-1,abaxial,20,15.75,363.75,29.291,23.505
COL-0 LL,2,ab-1,abaxial,16,254.25,328.25,35.538,21.506
COL-0 LL,2,ab-1,abaxial,15,187.5,313.75,40.462,22.344
COL-0 LL,2,ab-1,abaxial,17,349.75,295.5,47.643,23.005
COL-0 LL,2,ab-1,abaxial,19,434.25,288,93.9,22.051
COL-0 LL,2,ab-1,abaxial,14,44.5,280.75,40.462,22.344
COL-0 LL,2,ab-1,abaxial,13,135.5,243.75,44.091,22.277
COL-0 LL,2,ab-1,abaxial,18,381.25,234,62.176,20.353
COL-0 LL,2,ab-1,abaxial,12,94.5,225,83.991,19.105
COL-0 LL,2,ab-1,abaxial,11,31.5,178,119.055,20.591
COL-0 LL,2,ab-1,abaxial,9,339.25,166,40.314,21.639
COL-0 LL,2,ab-1,abaxial,10,250.25,158,35.096,22.611
COL-0 LL,2,ab-1,abaxial,1,12.5,117,79.216,21.378
COL-0 LL,2,ab-1,abaxial,6,298.25,106.25,14.349,22.192
COL-0 LL,2,ab-1,abaxial,2,62.75,94.5,11.592,19.906
COL-0 LL,2,ab-1,abaxial,7,438,90.75,-1.364,21.006
COL-0 LL,2,ab-1,abaxial,5,240.5,66.75,18.886,20.081
COL-0 LL,2,ab-1,abaxial,3,142.25,43,54.605,23.308
COL-0 LL,2,ab-1,abaxial,8,431.75,38.75,58.134,21.783
COL-0 LL,2,ab-1,abaxial,4,305,23,48.814,21.26
COL-0 LL,3,ab-1,abaxial,31,287.5,479.75,-16.144,19.78
COL-0 LL,3,ab-1,abaxial,30,188.75,462.5,-5.856,19.602
COL-0 LL,3,ab-1,abaxial,29,105.75,426.75,-54.462,21.506
COL-0 LL,3,ab-1,abaxial,32,282.75,417.75,72.553,18.344
COL-0 LL,3,ab-1,abaxial,35,390.25,412,-13.627,16.978
COL-0 LL,3,ab-1,abaxial,33,262,403.5,123.69,18.028
COL-0 LL,3,ab-1,abaxial,28,71.5,402.75,-41.987,20.18
COL-0 LL,3,ab-1,abaxial,36,474.5,397,6.34,18.111
COL-0 LL,3,ab-1,abaxial,34,372,393.25,65.433,19.242
COL-0 LL,3,ab-1,abaxial,37,502,354,112.834,20.616
COL-0 LL,3,ab-1,abaxial,26,122,345.5,-169.216,21.378
COL-0 LL,3,ab-1,abaxial,25,148,320.25,145.84,16.919
COL-0 LL,3,ab-1,abaxial,27,59.25,313,124.778,21.915
COL-0 LL,3,ab-1,abaxial,22,452,307.25,64.134,18.337
COL-0 LL,3,ab-1,abaxial,24,148.25,300.5,5.856,19.602
COL-0 LL,3,ab-1,abaxial,21,358.5,289.75,107.969,19.449
COL-0 LL,3,ab-1,abaxial,20,341.25,281,180,15.5
COL-0 LL,3,ab-1,abaxial,23,206,279.5,32.905,20.248
COL-0 LL,3,ab-1,abaxial,19,274.75,248.5,117.699,22.589
COL-0 LL,3,ab-1,abaxial,17,5.25,229.75,88.452,18.507
COL-0 LL,3,ab-1,abaxial,18,280.25,216,25.866,18.337
COL-0 LL,3,ab-1,abaxial,16,155.5,208,-11.889,19.416
COL-0 LL,3,ab-1,abaxial,15,125,196.25,-44.091,22.277
COL-0 LL,3,ab-1,abaxial,11,505.5,180.75,81.254,19.729
COL-0 LL,3,ab-1,abaxial,10,433.5,179.25,107.969,19.449
COL-0 LL,3,ab-1,abaxial,14,54.5,179.25,-41.76,18.768
COL-0 LL,3,ab-1,abaxial,13,203.75,168.75,1.397,20.506
COL-0 LL,3,ab-1,abaxial,12,332.75,127,117.824,20.353
COL-0 LL,3,ab-1,abaxial,5,283.5,100.5,-11.889,19.416
COL-0 LL,3,ab-1,abaxial,4,263.5,93.25,2.045,14.009
COL-0 LL,3,ab-1,abaxial,9,447.5,86,-36.87,20
COL-0 LL,3,ab-1,abaxial,8,506.75,81.75,-115.821,17.219
COL-0 LL,3,ab-1,abaxial,6,366.75,40.25,-31.866,21.783
COL-0 LL,3,ab-1,abaxial,2,91,37,-71.565,22.136
COL-0 LL,3,ab-1,abaxial,3,146.75,36.25,-29.578,21.272
COL-0 LL,3,ab-1,abaxial,1,9,22.25,11.634,17.357
COL-0 LL,3,ab-1,abaxial,7,472.25,5.25,21.501,17.734
COL-0 LL,4,ab-1,abaxial,30,244.5,496,43.025,20.518
COL-0 LL,4,ab-1,abaxial,34,74,481,25.346,21.024
COL-0 LL,4,ab-1,abaxial,28,174,459,-14.931,15.524
COL-0 LL,4,ab-1,abaxial,27,184.25,457.5,117.979,18.118
COL-0 LL,4,ab-1,abaxial,29,214.25,443.25,9.689,20.797
COL-0 LL,4,ab-1,abaxial,32,334.75,441.75,7.306,19.66
COL-0 LL,4,ab-1,abaxial,31,299,439.5,92.726,21.024
COL-0 LL,4,ab-1,abaxial,33,420,422.25,142.524,18.901
COL-0 LL,4,ab-1,abaxial,26,133.5,405.25,58.782,19.294
COL-0 LL,4,ab-1,abaxial,25,78.5,388.5,-52.595,21.401
COL-0 LL,4,ab-1,abaxial,24,448.75,365.5,-12.2,18.927
COL-0 LL,4,ab-1,abaxial,20,161.75,339.25,45,21.92
COL-0 LL,4,ab-1,abaxial,21,313.75,337.75,11.31,22.946
COL-0 LL,4,ab-1,abaxial,18,53,321.25,58.782,19.294
COL-0 LL,4,ab-1,abaxial,23,508.25,313,85.914,21.054
COL-0 LL,4,ab-1,abaxial,19,221.75,301.25,9.689,20.797
COL-0 LL,4,ab-1,abaxial,17,85.25,282.75,76.329,19.039
COL-0 LL,4,ab-1,abaxial,16,34.5,272.5,36.254,18.601
COL-0 LL,4,ab-1,abaxial,22,456.5,241.75,35.707,19.704
COL-0 LL,4,ab-1,abaxial,15,41.75,236,91.507,19.007
COL-0 LL,4,ab-1,abaxial,10,290.5,197,59.534,19.723
COL-0 LL,4,ab-1,abaxial,14,23.25,185.25,147.529,19.558
COL-0 LL,4,ab-1,abaxial,12,93,178.25,103.092,22.074
COL-0 LL,4,ab-1,abaxial,11,199.5,177.25,60.573,22.389
COL-0 LL,4,ab-1,abaxial,13,78.5,138.25,115.942,20.573
COL-0 LL,4,ab-1,abaxial,9,296,127.75,9.039,22.277
COL-0 LL,4,ab-1,abaxial,8,212.25,120.5,76.675,19.526
COL-0 LL,4,ab-1,abaxial,6,440.75,74.25,43.091,21.225
COL-0 LL,4,ab-1,abaxial,5,389.75,59,3.27,17.529
COL-0 LL,4,ab-1,abaxial,7,489.5,49.5,-5.711,20.1
COL-0 LL,4,ab-1,abaxial,4,260.75,43.75,73.443,19.3
COL-0 LL,4,ab-1,abaxial,3,124,26.5,-32.905,20.248
COL-0 LL,4,ab-1,abaxial,1,32.75,12.75,-25.907,19.455
COL-0 LL,4,ab-1,abaxial,2,111,4.25,-90,0.5
COL-0 LL,1,ab-2,abaxial,21,130,497,18.435,22.136
COL-0 LL,1,ab-2,abaxial,20,39.5,452.25,126.027,20.402
COL-0 LL,1,ab-2,abaxial,22,377.25,444.75,58.134,21.783
COL-0 LL,1,ab-2,abaxial,23,417.5,418,46.975,20.518
COL-0 LL,1,ab-2,abaxial,19,139.25,409,-7.595,22.699
COL-0 LL,1,ab-2,abaxial,13,347.75,376.75,42.955,19.812
COL-0 LL,1,ab-2,abaxial,14,470,361,48.576,22.672
COL-0 LL,1,ab-2,abaxial,15,271.5,357.5,14.036,20.616
COL-0 LL,1,ab-2,abaxial,12,281,318,45,19.799
COL-0 LL,1,ab-2,abaxial,11,439.25,299.75,91.397,20.506
COL-0 LL,1,ab-2,abaxial,18,81.25,286.75,-19.231,22.771
COL-0 LL,1,ab-2,abaxial,9,282.5,266,22.38,18.385
COL-0 LL,1,ab-2,abaxial,10,391.25,260,34.439,21.219
COL-0 LL,1,ab-2,abaxial,17,23.25,252.75,8.842,22.771
COL-0 LL,1,ab-2,abaxial,16,85,237,-6.009,19.105
COL-0 LL,1,ab-2,abaxial,8,219.5,201.5,-19.179,24.352
COL-0 LL,1,ab-2,abaxial,7,2.25,157.75,71.565,1.581
COL-0 LL,1,ab-2,abaxial,6,438.5,112.75,12.68,20.5
COL-0 LL,1,ab-2,abaxial,5,321.5,96.75,19.855,19.138
COL-0 LL,1,ab-2,abaxial,2,192.75,63,65.898,20.815
COL-0 LL,1,ab-2,abaxial,3,258.75,49.25,25.907,19.455
COL-0 LL,1,ab-2,abaxial,1,101.25,46.5,38.66,22.411
COL-0 LL,1,ab-2,abaxial,4,309.5,34,75.256,19.647
COL-0 LL,2,ab-2,abaxial,21,175.75,496,31.218,19.294
COL-0 LL,2,ab-2,abaxial,20,124.5,486,23.962,19.698
COL-0 LL,2,ab-2,abaxial,22,210.75,471.25,83.66,22.638
COL-0 LL,2,ab-2,abaxial,23,395.5,458.75,54.904,22.611
COL-0 LL,2,ab-2,abaxial,15,115.25,402.25,15.751,20.261
COL-0 LL,2,ab-2,abaxial,14,22.5,370,41.424,22.672
COL-0 LL,2,ab-2,abaxial,16,250.5,367,34.38,23.022
COL-0 LL,2,ab-2,abaxial,18,430.75,366.5,28.393,21.03
COL-0 LL,2,ab-2,abaxial,17,294,364,41.186,21.26
COL-0 LL,2,ab-2,abaxial,13,36.25,343.75,111.038,20.893
COL-0 LL,2,ab-2,abaxial,12,166.25,334.75,-20.095,21.829
COL-0 LL,2,ab-2,abaxial,19,437.5,327.25,56.31,19.831
COL-0 LL,2,ab-2,abaxial,11,194,268.25,44.091,22.277
COL-0 LL,2,ab-2,abaxial,10,265.5,241.25,-9.462,21.29
COL-0 LL,2,ab-2,abaxial,7,417.75,226.25,15.018,21.225
COL-0 LL,2,ab-2,abaxial,6,489,219.5,35.838,22.204
COL-0 LL,2,ab-2,abaxial,9,125,211.75,-13.325,19.526
COL-0 LL,2,ab-2,abaxial,5,404.5,152.25,45.939,21.57
COL-0 LL,2,ab-2,abaxial,8,39,115,26.565,22.361
COL-0 LL,2,ab-2,abaxial,2,212.75,99.75,-16.113,23.42
COL-0 LL,2,ab-2,abaxial,3,270.5,97.75,27.699,22.589
COL-0 LL,2,ab-2,abaxial,1,46.75,54.75,-29.291,23.505
COL-0 LL,2,ab-2,abaxial,4,448.5,10.25,67.694,21.077
COL-0 LL,3,ab-2,abaxial,35,37,478.75,45.939,21.57
COL-0 LL,3,ab-2,abaxial,41,461.5,473.75,7.907,18.173
COL-0 LL,3,ab-2,abaxial,40,436.75,468.25,124.046,22.327
COL-0 LL,3,ab-2,abaxial,36,161.25,466.5,108.004,21.03
COL-0 LL,3,ab-2,abaxial,37,259.5,460,138.814,21.26
COL-0 LL,3,ab-2,abaxial,38,412.5,450.5,150.945,20.591
COL-0 LL,3,ab-2,abaxial,39,394.75,439,-31.329,13.463
COL-0 LL,3,ab-2,abaxial,32,111.25,422.5,5.572,20.597
COL-0 LL,3,ab-2,abaxial,31,9.5,419.75,-4.289,20.056
COL-0 LL,3,ab-2,abaxial,33,209.25,403.75,118.301,22.147
COL-0 LL,3,ab-2,abaxial,34,251.75,403.25,139.236,19.144
COL-0 LL,3,ab-2,abaxial,29,170.5,373.25,79.695,16.771
COL-0 LL,3,ab-2,abaxial,30,17.25,371.75,49.574,17.734
COL-0 LL,3,ab-2,abaxial,28,394.25,369.75,150.709,23.505
COL-0 LL,3,ab-2,abaxial,27,374.75,344,108.004,21.03
COL-0 LL,3,ab-2,abaxial,24,300,328.25,117.216,19.679
COL-0 LL,3,ab-2,abaxial,25,356.25,304,-171.254,19.729
COL-0 LL,3,ab-2,abaxial,22,169.25,297.5,-38.234,21.006
COL-0 LL,3,ab-2,abaxial,20,1,296.5,0,1
COL-0 LL,3,ab-2,abaxial,23,251.25,288.75,127.147,20.7
COL-0 LL,3,ab-2,abaxial,21,127.5,287.75,101.592,19.906
COL-0 LL,3,ab-2,abaxial,26,429,277.75,143.673,21.101
COL-0 LL,3,ab-2,abaxial,19,47.75,230.75,-13.671,19.039
COL-0 LL,3,ab-2,abaxial,10,410,217.25,170.538,21.29
COL-0 LL,3,ab-2,abaxial,18,186.25,204.5,49.844,20.934
COL-0 LL,3,ab-2,abaxial,16,51.75,199.75,38.884,19.912
COL-0 LL,3,ab-2,abaxial,17,114.25,183.5,75.964,18.554
COL-0 LL,3,ab-2,abaxial,15,6.75,170,138.366,18.062
COL-0 LL,3,ab-2,abaxial,12,244.75,164.75,151.699,22.147
COL-0 LL,3,ab-2,abaxial,11,280.75,153,134.145,23.691
COL-0 LL,3,ab-2,abaxial,9,472,142.75,90,21.5
COL-0 LL,3,ab-2,abaxial,8,435,129,152.103,19.235
COL-0 LL,3,ab-2,abaxial,14,66.5,128,30.964,17.493
COL-0 LL,3,ab-2,abaxial,13,124,111.75,48.122,19.474
COL-0 LL,3,ab-2,abaxial,4,200,96.5,123.024,23.854
COL-0 LL,3,ab-2,abaxial,5,281.75,91,91.432,20.006
COL-0 LL,3,ab-2,abaxial,6,389.5,82,58.392,15.264
COL-0 LL,3,ab-2,abaxial,3,236,63,39.094,20.616
COL-0 LL,3,ab-2,abaxial,7,395.5,59,135,22.627
COL-0 LL,3,ab-2,abaxial,2,175,34,147.529,13.038
COL-0 LL,3,ab-2,abaxial,1,162,20.25,87.337,21.523
COL-0 LL,4,ab-2,abaxial,21,474,510,135,1.414
COL-0 LL,4,ab-2,abaxial,20,40.75,493.75,43.091,21.225
COL-0 LL,4,ab-2,abaxial,19,113,482.75,12.68,20.5
COL-0 LL,4,ab-2,abaxial,18,345,479,163.301,20.881
COL-0 LL,4,ab-2,abaxial,22,448.25,461.25,4.185,20.555
COL-0 LL,4,ab-2,abaxial,16,257.25,455.25,141.009,13.509
COL-0 LL,4,ab-2,abaxial,14,152.75,436.25,139.236,19.144
COL-0 LL,4,ab-2,abaxial,15,253.75,428,-2.663,21.523
COL-0 LL,4,ab-2,abaxial,13,135.25,424.75,35.91,17.903
COL-0 LL,4,ab-2,abaxial,17,313.75,415.75,67.932,19.962
COL-0 LL,4,ab-2,abaxial,23,504.25,406.25,47.045,19.812
COL-0 LL,4,ab-2,abaxial,12,59.25,386.75,-14.349,22.192
COL-0 LL,4,ab-2,abaxial,24,396,367.75,135.909,22.277
COL-0 LL,4,ab-2,abaxial,25,321.25,336.5,136.005,20.156
COL-0 LL,4,ab-2,abaxial,26,238.5,332,45,19.799
COL-0 LL,4,ab-2,abaxial,28,81.25,318,-63.435,1.118
COL-0 LL,4,ab-2,abaxial,27,216,315.75,18.886,20.081
COL-0 LL,4,ab-2,abaxial,11,140.5,313.5,112.249,23.77
COL-0 LL,4,ab-2,abaxial,10,58.5,300,-37.405,21.401
COL-0 LL,4,ab-2,abaxial,29,339,277,136.848,21.932
COL-0 LL,4,ab-2,abaxial,35,468.5,275,143.13,20
COL-0 LL,4,ab-2,abaxial,30,299.25,248,122.574,21.36
COL-0 LL,4,ab-2,abaxial,31,375.25,244.75,100.176,19.812
COL-0 LL,4,ab-2,abaxial,9,105.75,243.25,1.332,21.506
COL-0 LL,4,ab-2,abaxial,34,488,229.5,71.565,18.974
COL-0 LL,4,ab-2,abaxial,32,335.75,177.5,-8.746,19.729
COL-0 LL,4,ab-2,abaxial,33,401.5,173,5.194,22.091
COL-0 LL,4,ab-2,abaxial,7,85.5,162,-38.66,19.209
COL-0 LL,4,ab-2,abaxial,8,8,161.75,-30.7,18.608
COL-0 LL,4,ab-2,abaxial,6,205,117.5,-46.975,20.518
COL-0 LL,4,ab-2,abaxial,36,410,88.75,11.07,23.436
COL-0 LL,4,ab-2,abaxial,37,493,86.25,50.389,18.822
COL-0 LL,4,ab-2,abaxial,4,131.25,78.75,13.671,19.039
COL-0 LL,4,ab-2,abaxial,1,21.75,41.5,-3.094,18.527
COL-0 LL,4,ab-2,abaxial,2,82,40.25,84.144,19.602
COL-0 LL,4,ab-2,abaxial,5,196.75,30.75,73.443,19.3
COL-0 LL,4,ab-2,abaxial,38,403.25,25.5,-11.592,19.906
COL-0 LL,4,ab-2,abaxial,3,114.25,15.5,14.381,20.131
COL-0 LL,3,ab-2,abaxial,42,469,397,-10.305,22.361
COL-0 LL,1,ab-3,abaxial,20,435,499.75,5.947,24.13
COL-0 LL,1,ab-3,abaxial,19,338.5,487.25,116.003,22.809
COL-0 LL,1,ab-3,abaxial,14,122.5,409.25,109.573,23.88
COL-0 LL,1,ab-3,abaxial,16,340,400.75,157.38,19.5
COL-0 LL,1,ab-3,abaxial,15,188.5,398,94.97,23.087
COL-0 LL,1,ab-3,abaxial,18,476.5,391.5,104.621,23.77
COL-0 LL,1,ab-3,abaxial,17,376.25,373.25,75.651,22.192
COL-0 LL,1,ab-3,abaxial,13,81.25,361,-36.027,20.402
COL-0 LL,1,ab-3,abaxial,8,233.75,237,-43.919,18.742
COL-0 LL,1,ab-3,abaxial,10,471.75,222.75,-23.552,21.272
COL-0 LL,1,ab-3,abaxial,7,201.5,211.25,77.471,23.049
COL-0 LL,1,ab-3,abaxial,9,398.5,198,39.094,20.616
COL-0 LL,1,ab-3,abaxial,11,502.25,194.25,84.174,24.627
COL-0 LL,1,ab-3,abaxial,6,323,176.5,120.069,21.954
COL-0 LL,1,ab-3,abaxial,3,88.75,163.25,-11.31,22.946
COL-0 LL,1,ab-3,abaxial,2,1,118.5,45,1.414
COL-0 LL,1,ab-3,abaxial,5,298,98,-30.466,19.723
COL-0 LL,1,ab-3,abaxial,1,9,87.5,117.759,21.471
COL-0 LL,1,ab-3,abaxial,4,173,73.5,129.472,22.023
COL-0 LL,1,ab-3,abaxial,12,440,1.5,45,1.414
COL-0 LL,2,ab-3,abaxial,26,445.5,466.25,101.592,19.906
COL-0 LL,2,ab-3,abaxial,27,503.5,459.5,136.975,20.518
COL-0 LL,2,ab-3,abaxial,24,279,457.25,99.211,18.742
COL-0 LL,2,ab-3,abaxial,25,298.5,432.25,16.144,19.78
COL-0 LL,2,ab-3,abaxial,23,126.5,417.75,52.253,19.602
COL-0 LL,2,ab-3,abaxial,22,228,406.25,59.265,21.523
COL-0 LL,2,ab-3,abaxial,21,465.25,386.25,100.176,19.812
COL-0 LL,2,ab-3,abaxial,17,71,368.25,78.959,20.887
COL-0 LL,2,ab-3,abaxial,16,54.5,335,128.157,17.804
COL-0 LL,2,ab-3,abaxial,19,315.5,328.75,-55.561,21.219
COL-0 LL,2,ab-3,abaxial,20,468.75,322.5,77.905,21.477
COL-0 LL,2,ab-3,abaxial,15,35.75,321.5,20.41,22.94
COL-0 LL,2,ab-3,abaxial,18,215.25,320.5,-32.969,22.051
COL-0 LL,2,ab-3,abaxial,13,382.5,256.75,101.592,19.906
COL-0 LL,2,ab-3,abaxial,14,477,223,59.534,19.723
COL-0 LL,2,ab-3,abaxial,12,241.25,210.5,-12.529,23.049
COL-0 LL,2,ab-3,abaxial,10,136,201,18.435,22.136
COL-0 LL,2,ab-3,abaxial,11,197,197.5,-25.346,21.024
