"treatment","leaf_number","image_number","x","y","area","reject","surface","stomata_number","angle","length","light","density"
"COL-0 #2",5,"ad-1",118.75,93,NA,FALSE,"adaxial",3,79.38,24.418,"Medium Light",19
"COL-0 #2",5,"ad-1",140.25,323,8998.78231457257,FALSE,"adaxial",12,-68.875,23.585,"Medium Light",19
"COL-0 #2",5,"ad-1",159.5,437.25,NA,TRUE,"adaxial",16,56.31,27.042,"Medium Light",19
"COL-0 #2",5,"ad-1",185.75,210,10590.6314822666,FALSE,"adaxial",5,-12.529,23.049,"Medium Light",19
"COL-0 #2",5,"ad-1",199.25,264.75,8834.35024279814,FALSE,"adaxial",11,86.186,22.55,"Medium Light",19
"COL-0 #2",5,"ad-1",258.5,363.25,10777.3271947682,FALSE,"adaxial",10,69.044,25.164,"Medium Light",19
"COL-0 #2",5,"ad-1",276.75,175.5,21559.3906280965,FALSE,"adaxial",4,-32.381,24.274,"Medium Light",19
"COL-0 #2",5,"ad-1",325.5,334.25,18917.2344052619,FALSE,"adaxial",9,-3.9,22.051,"Medium Light",19
"COL-0 #2",5,"ad-1",336.25,417.5,NA,TRUE,"adaxial",17,60.396,25.303,"Medium Light",19
"COL-0 #2",5,"ad-1",35.75,442,NA,TRUE,"adaxial",15,82.875,20.156,"Medium Light",19
"COL-0 #2",5,"ad-1",385.75,141.75,17854.6917551054,FALSE,"adaxial",6,-59.47,22.638,"Medium Light",19
"COL-0 #2",5,"ad-1",432.5,447.5,NA,TRUE,"adaxial",18,14.036,24.739,"Medium Light",19
"COL-0 #2",5,"ad-1",435.25,36.5,NA,FALSE,"adaxial",8,73.54,22.94,"Medium Light",19
"COL-0 #2",5,"ad-1",451.25,126.5,NA,FALSE,"adaxial",7,-64.398,26.613,"Medium Light",19
"COL-0 #2",5,"ad-1",466.75,428.5,NA,FALSE,"adaxial",19,70.498,25.461,"Medium Light",19
"COL-0 #2",5,"ad-1",60.25,107.75,NA,TRUE,"adaxial",1,15.461,24.382,"Medium Light",19
"COL-0 #2",5,"ad-1",79,150.5,NA,TRUE,"adaxial",2,77.735,23.537,"Medium Light",19
"COL-0 #2",5,"ad-1",87.25,339.25,NA,TRUE,"adaxial",13,69.305,24.052,"Medium Light",19
"COL-0 #2",5,"ad-2",11,84.75,NA,TRUE,"adaxial",1,-79.461,21.869,"Medium Light",23
"COL-0 #2",5,"ad-2",118.5,349,13197.4769926653,FALSE,"adaxial",15,8.13,21.213,"Medium Light",23
"COL-0 #2",5,"ad-2",141,143,NA,TRUE,"adaxial",2,45,25.456,"Medium Light",23
"COL-0 #2",5,"ad-2",149,449.25,NA,TRUE,"adaxial",17,16.46,22.94,"Medium Light",23
"COL-0 #2",5,"ad-2",210.5,235,17042.247181592,FALSE,"adaxial",11,-2.203,26.019,"Medium Light",23
"COL-0 #2",5,"ad-2",229.75,509.75,NA,TRUE,"adaxial",22,45,NA,"Medium Light",23
"COL-0 #2",5,"ad-2",261.75,469.5,NA,TRUE,"adaxial",18,-20.956,25.164,"Medium Light",23
"COL-0 #2",5,"ad-2",311.75,71.5,NA,TRUE,"adaxial",3,48.013,20.18,"Medium Light",23
"COL-0 #2",5,"ad-2",314.25,173.5,10484.8854338678,FALSE,"adaxial",4,58.465,25.812,"Medium Light",23
"COL-0 #2",5,"ad-2",326,233.25,7477.27834888091,FALSE,"adaxial",12,45.83,24.398,"Medium Light",23
"COL-0 #2",5,"ad-2",361.25,270,16358.9503283726,FALSE,"adaxial",13,-31.891,26.5,"Medium Light",23
"COL-0 #2",5,"ad-2",373.75,503,NA,TRUE,"adaxial",21,-63.435,NA,"Medium Light",23
"COL-0 #2",5,"ad-2",420.75,435.25,15541.8205792726,FALSE,"adaxial",19,81.87,24.749,"Medium Light",23
"COL-0 #2",5,"ad-2",428,169.25,NA,TRUE,"adaxial",5,-9.039,22.277,"Medium Light",23
"COL-0 #2",5,"ad-2",46.5,267,NA,TRUE,"adaxial",10,55.008,24.413,"Medium Light",23
"COL-0 #2",5,"ad-2",464.75,122.5,NA,TRUE,"adaxial",6,44.17,24.398,"Medium Light",23
"COL-0 #2",5,"ad-2",465.5,25.25,NA,TRUE,"adaxial",8,27.699,22.589,"Medium Light",23
"COL-0 #2",5,"ad-2",497.75,296.25,NA,TRUE,"adaxial",14,79.16,23.927,"Medium Light",23
"COL-0 #2",5,"ad-2",50.5,388.25,NA,TRUE,"adaxial",16,-18.06,24.192,"Medium Light",23
"COL-0 #2",5,"ad-2",501.5,478.5,NA,TRUE,"adaxial",20,-28.811,22.825,"Medium Light",23
"COL-0 #2",5,"ad-2",503.25,51.75,NA,TRUE,"adaxial",7,66.161,23.505,"Medium Light",23
"COL-0 #2",5,"ad-2",91.75,238.75,10235.789149771,FALSE,"adaxial",9,18.435,23.717,"Medium Light",23
"COL-0 #2",5,"ad-2",96,511,NA,TRUE,"adaxial",23,0,NA,"Medium Light",23
"COL-0 #2",5,"ad-3",1.25,375,NA,TRUE,"adaxial",12,0,NA,"Medium Light",22
"COL-0 #2",5,"ad-3",102.75,354,12613.1859367262,FALSE,"adaxial",11,-2.545,22.522,"Medium Light",22
"COL-0 #2",5,"ad-3",217.25,370.75,10960.5899602714,FALSE,"adaxial",13,-34.695,23.717,"Medium Light",22
"COL-0 #2",5,"ad-3",217.25,94.5,NA,TRUE,"adaxial",2,26.053,25.045,"Medium Light",22
"COL-0 #2",5,"ad-3",227.75,267.5,15420.3260031825,FALSE,"adaxial",9,4.865,23.585,"Medium Light",22
"COL-0 #2",5,"ad-3",235.5,145,19351.4454558278,FALSE,"adaxial",3,-49.635,26.249,"Medium Light",22
"COL-0 #2",5,"ad-3",273,324,12088.1551065001,FALSE,"adaxial",14,32.471,26.077,"Medium Light",22
"COL-0 #2",5,"ad-3",273.75,423.5,NA,TRUE,"adaxial",19,74.219,23.901,"Medium Light",22
"COL-0 #2",5,"ad-3",331.75,510.5,NA,TRUE,"adaxial",22,0,NA,"Medium Light",22
"COL-0 #2",5,"ad-3",401.5,357.75,15836.8542476791,FALSE,"adaxial",15,47.564,23.712,"Medium Light",22
"COL-0 #2",5,"ad-3",41,478,NA,FALSE,"adaxial",20,96.34,27.166,"Medium Light",22
"COL-0 #2",5,"ad-3",413.25,412.25,7222.320544583,FALSE,"adaxial",17,6.072,23.633,"Medium Light",22
"COL-0 #2",5,"ad-3",443,448.25,NA,FALSE,"adaxial",18,67.286,23.308,"Medium Light",22
"COL-0 #2",5,"ad-3",452.5,12.75,NA,TRUE,"adaxial",8,-52.028,26.005,"Medium Light",22
"COL-0 #2",5,"ad-3",465,155.75,18745.2051213723,FALSE,"adaxial",6,32.574,21.36,"Medium Light",22
"COL-0 #2",5,"ad-3",49.5,155.5,NA,TRUE,"adaxial",4,25.346,21.024,"Medium Light",22
"COL-0 #2",5,"ad-3",501.5,140.25,NA,FALSE,"adaxial",7,-12.68,20.5,"Medium Light",22
"COL-0 #2",5,"ad-3",509.25,258.25,NA,FALSE,"adaxial",16,-45,NA,"Medium Light",22
"COL-0 #2",5,"ad-3",57.75,205,NA,TRUE,"adaxial",5,80.181,26.387,"Medium Light",22
"COL-0 #2",5,"ad-3",67.75,280.75,NA,TRUE,"adaxial",10,46.591,25.466,"Medium Light",22
"COL-0 #2",5,"ad-3",79.75,508.75,NA,TRUE,"adaxial",21,45,NA,"Medium Light",22
"COL-0 #2",5,"ad-3",94.5,22.5,NA,TRUE,"adaxial",1,51.009,27.019,"Medium Light",22
"COL-0 #2",5,"ad-4",0.5,301.75,NA,FALSE,"adaxial",8,36.87,NA,"Medium Light",17
"COL-0 #2",5,"ad-4",122.5,510,NA,TRUE,"adaxial",15,-45,NA,"Medium Light",17
"COL-0 #2",5,"ad-4",186.75,488,NA,TRUE,"adaxial",14,111.595,25.812,"Medium Light",17
"COL-0 #2",5,"ad-4",195.5,202.25,13834.5760650597,FALSE,"adaxial",6,4.289,20.056,"Medium Light",17
"COL-0 #2",5,"ad-4",208.75,117.25,NA,TRUE,"adaxial",4,25.017,24.829,"Medium Light",17
"COL-0 #2",5,"ad-4",21.25,424.75,NA,FALSE,"adaxial",17,27.121,23.033,"Medium Light",17
"COL-0 #2",5,"ad-4",221.75,174.25,5185.71386642549,FALSE,"adaxial",5,-52.125,28.504,"Medium Light",17
"COL-0 #2",5,"ad-4",257,285,13552.9324713748,FALSE,"adaxial",9,45,28.284,"Medium Light",17
"COL-0 #2",5,"ad-4",300.25,314.5,13560.8256510563,FALSE,"adaxial",10,77.093,24.622,"Medium Light",17
"COL-0 #2",5,"ad-4",309,147,13693.1632647727,FALSE,"adaxial",3,73.496,28.16,"Medium Light",17
"COL-0 #2",5,"ad-4",323.25,435.25,NA,TRUE,"adaxial",13,-35.272,25.11,"Medium Light",17
"COL-0 #2",5,"ad-4",368.75,437.5,NA,TRUE,"adaxial",12,-53.13,22.5,"Medium Light",17
"COL-0 #2",5,"ad-4",369.25,99.25,NA,TRUE,"adaxial",2,-39.644,22.727,"Medium Light",17
"COL-0 #2",5,"ad-4",439.75,302.5,NA,FALSE,"adaxial",11,12.011,24.026,"Medium Light",17
"COL-0 #2",5,"ad-4",45.5,468,NA,FALSE,"adaxial",16,-38.29,24.207,"Medium Light",17
"COL-0 #2",5,"ad-4",467.5,22.75,NA,TRUE,"adaxial",1,-58.392,22.897,"Medium Light",17
"COL-0 #2",5,"ad-4",90,300,21945.4416698506,FALSE,"adaxial",7,82.147,29.275,"Medium Light",17
"COL-0 HL",1,"ab-1",0.5,234.5,NA,TRUE,"abaxial",37,135,NA,"High Light",93
"COL-0 HL",1,"ab-1",1.5,377.75,NA,TRUE,"abaxial",67,-26.565,NA,"High Light",93
"COL-0 HL",1,"ab-1",10,360.25,NA,TRUE,"abaxial",68,85.426,12.54,"High Light",93
"COL-0 HL",1,"ab-1",109.25,170.5,1949.7968235009,FALSE,"abaxial",32,81.703,24.254,"High Light",93
"COL-0 HL",1,"ab-1",109.25,377,3834.24005214817,FALSE,"abaxial",64,88.21,16.008,"High Light",93
"COL-0 HL",1,"ab-1",115,80.25,3523.92973360384,FALSE,"abaxial",26,87.337,21.523,"High Light",93
"COL-0 HL",1,"ab-1",122.75,190.25,3743.03697113379,FALSE,"abaxial",33,47.386,16.985,"High Light",93
"COL-0 HL",1,"ab-1",124.75,119.75,2746.98504160889,FALSE,"abaxial",31,129.289,21.319,"High Light",93
"COL-0 HL",1,"ab-1",13.25,510,NA,TRUE,"abaxial",90,0,NA,"High Light",93
"COL-0 HL",1,"ab-1",136.5,0.5,NA,TRUE,"abaxial",2,-45,NA,"High Light",93
"COL-0 HL",1,"ab-1",14.75,337.5,NA,TRUE,"abaxial",52,-47.816,21.593,"High Light",93
"COL-0 HL",1,"ab-1",147,471.25,2199.99895276377,FALSE,"abaxial",72,50.013,20.23,"High Light",93
"COL-0 HL",1,"ab-1",147.25,444,1791.96420438624,FALSE,"abaxial",71,102.095,21.477,"High Light",93
"COL-0 HL",1,"ab-1",164.5,225.5,3791.26234136006,FALSE,"abaxial",56,83.29,17.117,"High Light",93
"COL-0 HL",1,"ab-1",167,415.5,1227.21728717795,FALSE,"abaxial",63,27.897,19.235,"High Light",93
"COL-0 HL",1,"ab-1",167.25,511,NA,TRUE,"abaxial",89,0,NA,"High Light",93
"COL-0 HL",1,"ab-1",174.25,185.25,2165.39259580987,FALSE,"abaxial",38,94.399,19.558,"High Light",93
"COL-0 HL",1,"ab-1",177.75,402,3778.76145129531,FALSE,"abaxial",62,9.866,11.673,"High Light",93
"COL-0 HL",1,"ab-1",180.75,31.5,1969.30430788798,FALSE,"abaxial",4,7.275,23.691,"High Light",93
"COL-0 HL",1,"ab-1",181.5,5.25,NA,TRUE,"abaxial",3,23.429,16.348,"High Light",93
"COL-0 HL",1,"ab-1",181.75,434.75,2370.13600899222,FALSE,"abaxial",73,135,21.92,"High Light",93
"COL-0 HL",1,"ab-1",182,91,2490.55657200629,FALSE,"abaxial",25,13.241,17.464,"High Light",93
"COL-0 HL",1,"ab-1",186.5,237.5,2374.01066319429,FALSE,"abaxial",55,45,21.213,"High Light",93
"COL-0 HL",1,"ab-1",198,186.75,2293.59011446023,FALSE,"abaxial",39,24.102,20.815,"High Light",93
"COL-0 HL",1,"ab-1",198,291.5,5540.68975813749,FALSE,"abaxial",54,24.228,21.932,"High Light",93
"COL-0 HL",1,"ab-1",199.25,106,1579.23373716487,FALSE,"abaxial",24,91.146,25.005,"High Light",93
"COL-0 HL",1,"ab-1",2,296.75,NA,TRUE,"abaxial",51,26.565,NA,"High Light",93
"COL-0 HL",1,"ab-1",207,38.25,NA,TRUE,"abaxial",5,55.561,21.219,"High Light",93
"COL-0 HL",1,"ab-1",21.25,483.5,NA,TRUE,"abaxial",91,116.565,21.243,"High Light",93
"COL-0 HL",1,"ab-1",211.25,149.5,2855.99899420764,FALSE,"abaxial",40,42.436,23.712,"High Light",93
"COL-0 HL",1,"ab-1",217,510.25,NA,TRUE,"abaxial",88,-26.565,NA,"High Light",93
"COL-0 HL",1,"ab-1",229.5,95.75,3215.16860011833,FALSE,"abaxial",23,46.081,18.742,"High Light",93
"COL-0 HL",1,"ab-1",230.75,300,3678.20055605683,FALSE,"abaxial",57,57.771,27.189,"High Light",93
"COL-0 HL",1,"ab-1",242.5,423.75,2560.27993204678,FALSE,"abaxial",74,138.013,20.18,"High Light",93
"COL-0 HL",1,"ab-1",246.5,244.75,4560.54385492149,FALSE,"abaxial",50,112.714,23.308,"High Light",93
"COL-0 HL",1,"ab-1",247.5,396,3440.32711772423,FALSE,"abaxial",61,131.82,25.495,"High Light",93
"COL-0 HL",1,"ab-1",25.25,11.75,NA,TRUE,"abaxial",1,-41.532,23.377,"High Light",93
"COL-0 HL",1,"ab-1",27.25,211.75,4365.30500834934,FALSE,"abaxial",35,123.232,17.335,"High Light",93
"COL-0 HL",1,"ab-1",270.75,473.75,NA,TRUE,"abaxial",77,131.055,20.555,"High Light",93
"COL-0 HL",1,"ab-1",277.75,159.75,3226.30724031439,FALSE,"abaxial",20,67.479,22.192,"High Light",93
"COL-0 HL",1,"ab-1",285.5,109.25,3484.41410814861,FALSE,"abaxial",22,66.038,14.773,"High Light",93
"COL-0 HL",1,"ab-1",290,297.5,2608.98755173512,FALSE,"abaxial",49,148.241,24.698,"High Light",93
"COL-0 HL",1,"ab-1",290.75,129.25,1986.94509396396,FALSE,"abaxial",21,100.176,19.812,"High Light",93
"COL-0 HL",1,"ab-1",291,437,1758.14763240563,FALSE,"abaxial",76,87.397,22.023,"High Light",93
"COL-0 HL",1,"ab-1",295.75,340.25,2673.11221374953,FALSE,"abaxial",58,25.907,19.455,"High Light",93
"COL-0 HL",1,"ab-1",300,378.25,1292.0298321405,FALSE,"abaxial",60,149.744,20.839,"High Light",93
"COL-0 HL",1,"ab-1",300,404.75,2206.63619252615,FALSE,"abaxial",75,-10.62,24.418,"High Light",93
"COL-0 HL",1,"ab-1",303.25,467.5,NA,TRUE,"abaxial",78,88.755,23.005,"High Light",93
"COL-0 HL",1,"ab-1",313.75,363.5,3274.83682816446,FALSE,"abaxial",59,88.091,15.008,"High Light",93
"COL-0 HL",1,"ab-1",316.75,190.5,2878.0476857391,FALSE,"abaxial",19,59.744,20.839,"High Light",93
"COL-0 HL",1,"ab-1",323.5,279.5,1810.60850617792,FALSE,"abaxial",48,128.157,17.804,"High Light",93
"COL-0 HL",1,"ab-1",337.25,248.5,2026.37888917705,FALSE,"abaxial",47,101.004,18.337,"High Light",93
"COL-0 HL",1,"ab-1",339.25,168.75,2897.22913077399,FALSE,"abaxial",18,46.685,24.052,"High Light",93
"COL-0 HL",1,"ab-1",34,89.75,NA,TRUE,"abaxial",28,58.782,19.294,"High Light",93
"COL-0 HL",1,"ab-1",344,72,4517.89563218822,FALSE,"abaxial",7,87.51,23.022,"High Light",93
"COL-0 HL",1,"ab-1",344.5,276,1225.66504927209,FALSE,"abaxial",46,109.29,21.19,"High Light",93
"COL-0 HL",1,"ab-1",357.25,8.75,NA,TRUE,"abaxial",6,-78.024,16.867,"High Light",93
"COL-0 HL",1,"ab-1",361.75,477.25,NA,TRUE,"abaxial",79,105.751,20.261,"High Light",93
"COL-0 HL",1,"ab-1",364.75,232.75,2804.1860839888,FALSE,"abaxial",41,-49.764,25.544,"High Light",93
"COL-0 HL",1,"ab-1",368.5,302.75,4703.94269505604,FALSE,"abaxial",45,37.999,20.304,"High Light",93
"COL-0 HL",1,"ab-1",369.25,447.5,4001.45279155398,FALSE,"abaxial",80,160.253,20.718,"High Light",93
"COL-0 HL",1,"ab-1",371.75,203.75,3691.35932618458,FALSE,"abaxial",17,60.945,15.443,"High Light",93
"COL-0 HL",1,"ab-1",376,59.75,2437.39152986424,FALSE,"abaxial",8,-59.657,23.754,"High Light",93
"COL-0 HL",1,"ab-1",39.5,475.25,NA,TRUE,"abaxial",92,153.435,14.534,"High Light",93
"COL-0 HL",1,"ab-1",39.75,107.75,NA,TRUE,"abaxial",29,-6.34,13.583,"High Light",93
"COL-0 HL",1,"ab-1",390.25,119.25,3920.61290306241,FALSE,"abaxial",11,-36.119,22.902,"High Light",93
"COL-0 HL",1,"ab-1",417.5,71.25,NA,TRUE,"abaxial",9,-52.253,19.602,"High Light",93
"COL-0 HL",1,"ab-1",428.75,408,3264.26718891496,FALSE,"abaxial",84,14.323,24.254,"High Light",93
"COL-0 HL",1,"ab-1",429,97.25,2513.7028577943,FALSE,"abaxial",10,67.694,21.077,"High Light",93
"COL-0 HL",1,"ab-1",436.75,454.5,2270.51524118139,FALSE,"abaxial",81,109.855,19.138,"High Light",93
"COL-0 HL",1,"ab-1",439.5,369,4460.24757636393,FALSE,"abaxial",85,87.51,23.022,"High Light",93
"COL-0 HL",1,"ab-1",440.75,296,3605.61982318629,FALSE,"abaxial",44,91.364,21.006,"High Light",93
"COL-0 HL",1,"ab-1",449.25,492.25,NA,TRUE,"abaxial",87,20.695,24.052,"High Light",93
"COL-0 HL",1,"ab-1",454.75,167.25,3119.38545251811,FALSE,"abaxial",15,75.579,18.069,"High Light",93
"COL-0 HL",1,"ab-1",456.75,147.5,NA,TRUE,"abaxial",14,3.691,15.532,"High Light",93
"COL-0 HL",1,"ab-1",461.75,435.75,1339.46156403649,FALSE,"abaxial",82,142.125,17.103,"High Light",93
"COL-0 HL",1,"ab-1",464.5,276.75,NA,TRUE,"abaxial",42,-62.85,21.915,"High Light",93
"COL-0 HL",1,"ab-1",480,303.25,NA,TRUE,"abaxial",43,-24.102,20.815,"High Light",93
"COL-0 HL",1,"ab-1",483,177.75,NA,TRUE,"abaxial",16,90,23.5,"High Light",93
"COL-0 HL",1,"ab-1",483.5,413,NA,TRUE,"abaxial",83,137.121,19.105,"High Light",93
"COL-0 HL",1,"ab-1",490.75,465.75,NA,TRUE,"abaxial",86,124.875,20.112,"High Light",93
"COL-0 HL",1,"ab-1",498.75,67.5,NA,TRUE,"abaxial",12,72.801,21.983,"High Light",93
"COL-0 HL",1,"ab-1",509.75,39.25,NA,TRUE,"abaxial",13,18.435,NA,"High Light",93
"COL-0 HL",1,"ab-1",510.5,351,NA,TRUE,"abaxial",93,-90,NA,"High Light",93
"COL-0 HL",1,"ab-1",56.25,378.75,2832.03121339204,FALSE,"abaxial",66,138.945,20.555,"High Light",93
"COL-0 HL",1,"ab-1",60.5,76.75,2983.28812969608,FALSE,"abaxial",27,120.018,25.986,"High Light",93
"COL-0 HL",1,"ab-1",66,168,3551.85782280871,FALSE,"abaxial",34,129.094,20.616,"High Light",93
"COL-0 HL",1,"ab-1",74.25,332.5,6541.70590880589,FALSE,"abaxial",53,-36.656,26.8,"High Light",93
"COL-0 HL",1,"ab-1",85.5,436,3109.12670212636,FALSE,"abaxial",69,120.069,21.954,"High Light",93
"COL-0 HL",1,"ab-1",86,117,2057.64543401732,FALSE,"abaxial",30,47.121,19.105,"High Light",93
"COL-0 HL",1,"ab-1",9.5,215.75,NA,TRUE,"abaxial",36,86.906,18.527,"High Light",93
"COL-0 HL",1,"ab-1",92.25,370.5,1415.56020628408,FALSE,"abaxial",65,88.568,20.006,"High Light",93
"COL-0 HL",1,"ab-1",93.75,471.25,NA,TRUE,"abaxial",70,68.499,17.734,"High Light",93
"COL-0 HL",1,"ab-2",1.75,354.75,NA,TRUE,"abaxial",52,71.565,NA,"High Light",61
"COL-0 HL",1,"ab-2",104,311.25,3675.68741774777,FALSE,"abaxial",47,93.27,17.529,"High Light",61
"COL-0 HL",1,"ab-2",128.25,61.25,NA,TRUE,"abaxial",3,73.179,22.461,"High Light",61
"COL-0 HL",1,"ab-2",13,407.75,NA,TRUE,"abaxial",53,95.315,21.593,"High Light",61
"COL-0 HL",1,"ab-2",13.75,499,NA,TRUE,"abaxial",61,140.631,25.224,"High Light",61
"COL-0 HL",1,"ab-2",132,381.5,4119.11162283868,FALSE,"abaxial",44,160.71,21.19,"High Light",61
"COL-0 HL",1,"ab-2",132.75,229,5581.37753093974,FALSE,"abaxial",23,129.207,24.52,"High Light",61
"COL-0 HL",1,"ab-2",14.5,311.5,NA,TRUE,"abaxial",51,146.31,25.239,"High Light",61
"COL-0 HL",1,"ab-2",143.25,101,4672.86657344629,FALSE,"abaxial",18,46.042,19.449,"High Light",61
"COL-0 HL",1,"ab-2",146.25,418.5,5093.26588088412,FALSE,"abaxial",56,161.147,21.662,"High Light",61
"COL-0 HL",1,"ab-2",15.75,22.25,NA,TRUE,"abaxial",1,-43.409,25.466,"High Light",61
"COL-0 HL",1,"ab-2",164.5,377.5,3934.356402406,FALSE,"abaxial",43,174.56,21.095,"High Light",61
"COL-0 HL",1,"ab-2",169,45.5,NA,TRUE,"abaxial",4,2.603,22.023,"High Light",61
"COL-0 HL",1,"ab-2",183,445.25,4201.50924724517,FALSE,"abaxial",57,118.217,23.265,"High Light",61
"COL-0 HL",1,"ab-2",183.75,178.25,6915.73101158075,FALSE,"abaxial",17,146.004,25.933,"High Light",61
"COL-0 HL",1,"ab-2",186.75,310,4711.88599146641,FALSE,"abaxial",45,100.62,24.418,"High Light",61
"COL-0 HL",1,"ab-2",187.75,263.25,3396.77732688919,FALSE,"abaxial",46,131.73,24.789,"High Light",61
"COL-0 HL",1,"ab-2",195,475.5,NA,TRUE,"abaxial",58,-45,NA,"High Light",61
"COL-0 HL",1,"ab-2",20.5,443.25,NA,TRUE,"abaxial",55,103.627,16.978,"High Light",61
"COL-0 HL",1,"ab-2",229,243.75,2891.75488944102,FALSE,"abaxial",26,1.909,15.008,"High Light",61
"COL-0 HL",1,"ab-2",229.5,226.25,2440.85376919868,FALSE,"abaxial",24,4.764,18.062,"High Light",61
"COL-0 HL",1,"ab-2",246.5,7.25,NA,TRUE,"abaxial",5,-47.911,20.887,"High Light",61
"COL-0 HL",1,"ab-2",251.5,87,6228.99710859744,FALSE,"abaxial",16,116.565,22.361,"High Light",61
"COL-0 HL",1,"ab-2",255.25,348.75,5606.87836854348,FALSE,"abaxial",42,123.311,20.94,"High Light",61
"COL-0 HL",1,"ab-2",273,216.5,4030.67985910062,FALSE,"abaxial",25,-45,24.042,"High Light",61
"COL-0 HL",1,"ab-2",280.75,0,NA,TRUE,"abaxial",6,0,NA,"High Light",61
"COL-0 HL",1,"ab-2",288,451,NA,TRUE,"abaxial",59,5.194,22.091,"High Light",61
"COL-0 HL",1,"ab-2",292,20,NA,TRUE,"abaxial",7,97.765,22.204,"High Light",61
"COL-0 HL",1,"ab-2",293.25,348,3419.66304774993,FALSE,"abaxial",41,137.726,22.299,"High Light",61
"COL-0 HL",1,"ab-2",295,93.5,4440.24640808945,FALSE,"abaxial",15,133.452,26.173,"High Light",61
"COL-0 HL",1,"ab-2",298.25,185.75,3976.26840481672,FALSE,"abaxial",27,-49.764,25.544,"High Light",61
"COL-0 HL",1,"ab-2",300.5,308.75,5837.76207444072,FALSE,"abaxial",40,43.958,19.449,"High Light",61
"COL-0 HL",1,"ab-2",316,425.25,NA,TRUE,"abaxial",60,31.701,19.981,"High Light",61
"COL-0 HL",1,"ab-2",336.5,136.25,3427.75940392045,FALSE,"abaxial",14,142.651,23.901,"High Light",61
"COL-0 HL",1,"ab-2",344.5,195.75,4803.94771864429,FALSE,"abaxial",28,-1.302,22.006,"High Light",61
"COL-0 HL",1,"ab-2",35.75,432.75,4922.39783114129,FALSE,"abaxial",54,55.886,18.722,"High Light",61
"COL-0 HL",1,"ab-2",376,366.25,2525.30995005467,FALSE,"abaxial",38,58.782,19.294,"High Light",61
"COL-0 HL",1,"ab-2",382.5,93.75,NA,TRUE,"abaxial",8,132.274,22.299,"High Light",61
"COL-0 HL",1,"ab-2",383,393.25,NA,TRUE,"abaxial",36,138.504,17.357,"High Light",61
"COL-0 HL",1,"ab-2",388.25,131.5,3836.69838858549,FALSE,"abaxial",13,21.318,22.006,"High Light",61
"COL-0 HL",1,"ab-2",389,319.75,4414.84014348793,FALSE,"abaxial",39,-7.496,19.164,"High Light",61
"COL-0 HL",1,"ab-2",39.5,64.25,NA,TRUE,"abaxial",2,94.316,26.575,"High Light",61
"COL-0 HL",1,"ab-2",395.25,252,4425.18709507747,FALSE,"abaxial",30,79.38,24.418,"High Light",61
"COL-0 HL",1,"ab-2",398.75,371.5,2324.36509859034,FALSE,"abaxial",37,143.973,20.402,"High Light",61
"COL-0 HL",1,"ab-2",432.75,210.5,NA,TRUE,"abaxial",29,61.294,23.943,"High Light",61
"COL-0 HL",1,"ab-2",434.75,276,3647.32411226057,FALSE,"abaxial",31,78.93,23.436,"High Light",61
"COL-0 HL",1,"ab-2",460,392.25,4895.39353596732,FALSE,"abaxial",34,71.2,24.824,"High Light",61
"COL-0 HL",1,"ab-2",460.5,115.75,4544.02381766322,FALSE,"abaxial",12,58.173,17.066,"High Light",61
"COL-0 HL",1,"ab-2",475.75,91.75,2739.12139452188,FALSE,"abaxial",10,125.272,25.11,"High Light",61
"COL-0 HL",1,"ab-2",483.5,299.75,NA,TRUE,"abaxial",32,84.92,22.589,"High Light",61
"COL-0 HL",1,"ab-2",485,361.5,NA,TRUE,"abaxial",33,63.435,24.597,"High Light",61
"COL-0 HL",1,"ab-2",489,32,NA,TRUE,"abaxial",9,42.879,19.105,"High Light",61
"COL-0 HL",1,"ab-2",504.75,425.25,NA,TRUE,"abaxial",35,117.181,20.797,"High Light",61
"COL-0 HL",1,"ab-2",505,104.75,NA,TRUE,"abaxial",11,56.31,19.831,"High Light",61
"COL-0 HL",1,"ab-2",51.75,258.75,2212.78358249898,FALSE,"abaxial",50,43.21,22.638,"High Light",61
"COL-0 HL",1,"ab-2",63.5,298.25,2106.39760076988,FALSE,"abaxial",49,90,23.5,"High Light",61
"COL-0 HL",1,"ab-2",65.5,232.25,4065.70645337521,FALSE,"abaxial",22,21.541,20.427,"High Light",61
"COL-0 HL",1,"ab-2",8.25,197,NA,TRUE,"abaxial",20,45.971,20.863,"High Light",61
"COL-0 HL",1,"ab-2",86.25,314.5,2612.7675009262,FALSE,"abaxial",48,122.574,21.36,"High Light",61
"COL-0 HL",1,"ab-2",88.75,121,7063.01786067753,FALSE,"abaxial",19,154.916,25.947,"High Light",61
"COL-0 HL",1,"ab-2",9.5,228.75,NA,TRUE,"abaxial",21,73.686,21.36,"High Light",61
"COL-0 HL",1,"ab-3",1,214,NA,TRUE,"abaxial",30,0,NA,"High Light",93
"COL-0 HL",1,"ab-3",100,426.5,2917.11012357687,FALSE,"abaxial",81,129.806,23.431,"High Light",93
"COL-0 HL",1,"ab-3",102.25,339,3987.23115727896,FALSE,"abaxial",76,62.301,22.589,"High Light",93
"COL-0 HL",1,"ab-3",11.75,388.25,NA,TRUE,"abaxial",79,94.635,18.561,"High Light",93
"COL-0 HL",1,"ab-3",124,244.25,4530.39503303829,FALSE,"abaxial",32,83.48,17.614,"High Light",93
