"treatment","leaf_number","image_number","x","y","area","reject","surface","stomata_number","angle","length","light","density"
"COL-0 HL",3,"ab-1",472,493.75,NA,TRUE,"abaxial",60,47.911,20.887,"High Light",73
"COL-0 HL",3,"ab-1",484.25,389,NA,TRUE,"abaxial",56,97.97,25.244,"High Light",73
"COL-0 HL",3,"ab-1",488.5,483.75,NA,TRUE,"abaxial",61,-39.094,10.308,"High Light",73
"COL-0 HL",3,"ab-1",491.5,53,NA,TRUE,"abaxial",7,141.34,19.209,"High Light",73
"COL-0 HL",3,"ab-1",497.75,358,NA,TRUE,"abaxial",55,18.853,21.662,"High Light",73
"COL-0 HL",3,"ab-1",506,17,NA,TRUE,"abaxial",5,70.56,18.028,"High Light",73
"COL-0 HL",3,"ab-1",506.5,270.5,NA,TRUE,"abaxial",54,69.775,20.248,"High Light",73
"COL-0 HL",3,"ab-1",52.5,329.75,NA,TRUE,"abaxial",32,68.682,22.006,"High Light",73
"COL-0 HL",3,"ab-1",60,97.25,NA,TRUE,"abaxial",26,44.091,22.277,"High Light",73
"COL-0 HL",3,"ab-1",64,201,4854.32849585121,FALSE,"abaxial",28,51.71,24.207,"High Light",73
"COL-0 HL",3,"ab-1",67.25,241,NA,TRUE,"abaxial",29,-12.529,23.049,"High Light",73
"COL-0 HL",3,"ab-1",71.75,265,NA,TRUE,"abaxial",30,91.432,20.006,"High Light",73
"COL-0 HL",3,"ab-1",72.5,411.75,NA,TRUE,"abaxial",70,71.2,24.824,"High Light",73
"COL-0 HL",3,"ab-1",77.25,45,NA,TRUE,"abaxial",24,139.145,24.459,"High Light",73
"COL-0 HL",3,"ab-1",80.75,78.75,2035.39544720366,FALSE,"abaxial",23,86.348,23.548,"High Light",73
"COL-0 HL",3,"ab-1",83.25,295,3001.75770539499,FALSE,"abaxial",31,28.61,18.795,"High Light",73
"COL-0 HL",3,"ab-1",95,465.25,NA,TRUE,"abaxial",72,130.601,13.829,"High Light",73
"COL-0 HL",3,"ab-2",0.5,131,NA,TRUE,"abaxial",23,90,NA,"High Light",72
"COL-0 HL",3,"ab-2",10.75,499,NA,TRUE,"abaxial",71,139.399,23.049,"High Light",72
"COL-0 HL",3,"ab-2",113.75,116.25,5952.8925403401,FALSE,"abaxial",19,149.47,22.638,"High Light",72
"COL-0 HL",3,"ab-2",115.25,204,2813.50859158965,FALSE,"abaxial",39,15.593,22.322,"High Light",72
"COL-0 HL",3,"ab-2",117.5,462,NA,TRUE,"abaxial",65,129.472,22.023,"High Light",72
"COL-0 HL",3,"ab-2",13.75,327,NA,TRUE,"abaxial",69,134.091,22.277,"High Light",72
"COL-0 HL",3,"ab-2",130.25,304.75,3261.35259619094,FALSE,"abaxial",44,163.887,23.42,"High Light",72
"COL-0 HL",3,"ab-2",133.25,441,3662.27034716404,FALSE,"abaxial",64,135.881,22.984,"High Light",72
"COL-0 HL",3,"ab-2",137,244.25,2894.05485306631,FALSE,"abaxial",43,78.959,20.887,"High Light",72
"COL-0 HL",3,"ab-2",137.5,141,2862.17569973037,FALSE,"abaxial",25,114.444,24.166,"High Light",72
"COL-0 HL",3,"ab-2",14.25,69.25,NA,FALSE,"abaxial",22,10.176,19.812,"High Light",72
"COL-0 HL",3,"ab-2",141,15.25,NA,TRUE,"abaxial",3,-54.904,22.611,"High Light",72
"COL-0 HL",3,"ab-2",145.75,202.5,2285.37352479391,FALSE,"abaxial",38,150.832,24.622,"High Light",72
"COL-0 HL",3,"ab-2",149.75,331,3993.83325902134,FALSE,"abaxial",46,32.152,20.67,"High Light",72
"COL-0 HL",3,"ab-2",162.5,13.5,NA,TRUE,"abaxial",4,-25.346,21.024,"High Light",72
"COL-0 HL",3,"ab-2",162.75,411.5,5025.92809193333,FALSE,"abaxial",63,119.604,25.303,"High Light",72
"COL-0 HL",3,"ab-2",17.75,235.25,NA,TRUE,"abaxial",41,160.769,22.771,"High Light",72
"COL-0 HL",3,"ab-2",178,227.5,5094.56846960463,FALSE,"abaxial",37,102.804,22.561,"High Light",72
"COL-0 HL",3,"ab-2",179.75,118.25,3744.34084062864,FALSE,"abaxial",18,73.443,19.3,"High Light",72
"COL-0 HL",3,"ab-2",183.75,300,5044.10531971396,FALSE,"abaxial",45,54.605,23.308,"High Light",72
"COL-0 HL",3,"ab-2",199.75,510.75,NA,TRUE,"abaxial",72,-135,NA,"High Light",72
"COL-0 HL",3,"ab-2",219,158.5,5000.63034932658,FALSE,"abaxial",26,114.228,21.932,"High Light",72
"COL-0 HL",3,"ab-2",221,106.75,3732.40868441398,FALSE,"abaxial",17,126.027,20.402,"High Light",72
"COL-0 HL",3,"ab-2",229.75,405.25,4819.4631236659,FALSE,"abaxial",60,163.887,23.42,"High Light",72
"COL-0 HL",3,"ab-2",234.75,17.5,NA,TRUE,"abaxial",5,32.152,20.67,"High Light",72
"COL-0 HL",3,"ab-2",246.5,351.5,3276.08026879928,FALSE,"abaxial",49,142.595,21.401,"High Light",72
"COL-0 HL",3,"ab-2",26,99,3362.58204996365,FALSE,"abaxial",20,176.987,19.026,"High Light",72
"COL-0 HL",3,"ab-2",262,463.5,NA,TRUE,"abaxial",61,95.44,21.095,"High Light",72
"COL-0 HL",3,"ab-2",268.25,330.75,4365.77415971622,FALSE,"abaxial",47,147.339,23.162,"High Light",72
"COL-0 HL",3,"ab-2",279.25,87,3979.34186458361,FALSE,"abaxial",15,135.83,24.398,"High Light",72
"COL-0 HL",3,"ab-2",280.25,15.25,NA,TRUE,"abaxial",6,-73.887,23.42,"High Light",72
"COL-0 HL",3,"ab-2",282.25,130,2374.70714832992,FALSE,"abaxial",16,121.185,22.209,"High Light",72
"COL-0 HL",3,"ab-2",285.5,472.75,NA,TRUE,"abaxial",62,6.483,22.142,"High Light",72
"COL-0 HL",3,"ab-2",286.25,351,4091.67391614863,FALSE,"abaxial",48,110.556,21.36,"High Light",72
"COL-0 HL",3,"ab-2",287.75,150,2919.52783657037,FALSE,"abaxial",27,-55.008,18.31,"High Light",72
"COL-0 HL",3,"ab-2",31,478.5,NA,TRUE,"abaxial",70,133.152,21.932,"High Light",72
"COL-0 HL",3,"ab-2",313,189,3031.60443859686,FALSE,"abaxial",28,38.66,25.612,"High Light",72
"COL-0 HL",3,"ab-2",315.75,237,4803.0654061457,FALSE,"abaxial",30,126.87,22.5,"High Light",72
"COL-0 HL",3,"ab-2",316,423,4764.22762247634,FALSE,"abaxial",59,69.146,22.472,"High Light",72
"COL-0 HL",3,"ab-2",32.25,370,NA,TRUE,"abaxial",67,86.424,24.047,"High Light",72
"COL-0 HL",3,"ab-2",333,199.25,2493.94599197428,FALSE,"abaxial",29,129.472,11.011,"High Light",72
"COL-0 HL",3,"ab-2",336.25,459.5,NA,TRUE,"abaxial",58,130.972,25.164,"High Light",72
"COL-0 HL",3,"ab-2",339.25,247.25,3663.77841779738,FALSE,"abaxial",31,56.689,20.94,"High Light",72
"COL-0 HL",3,"ab-2",355.25,81.5,NA,TRUE,"abaxial",14,-138.366,18.062,"High Light",72
"COL-0 HL",3,"ab-2",376.25,342.25,6285.42119251332,FALSE,"abaxial",50,106.113,23.42,"High Light",72
"COL-0 HL",3,"ab-2",382.75,94.75,2635.82479247494,FALSE,"abaxial",13,126.634,24.3,"High Light",72
"COL-0 HL",3,"ab-2",384.5,460,NA,TRUE,"abaxial",57,120.069,21.954,"High Light",72
"COL-0 HL",3,"ab-2",391.5,273.25,4559.98304335163,FALSE,"abaxial",36,121.159,25.125,"High Light",72
"COL-0 HL",3,"ab-2",395.5,174,6525.19235914715,FALSE,"abaxial",32,119.476,26.42,"High Light",72
"COL-0 HL",3,"ab-2",4.5,92,NA,FALSE,"abaxial",21,-26.565,NA,"High Light",72
"COL-0 HL",3,"ab-2",401.5,73.75,NA,TRUE,"abaxial",12,103.707,21.101,"High Light",72
"COL-0 HL",3,"ab-2",410,471.25,NA,TRUE,"abaxial",56,105.593,22.322,"High Light",72
"COL-0 HL",3,"ab-2",426.5,431.75,3268.31240711952,FALSE,"abaxial",53,152.403,24.824,"High Light",72
"COL-0 HL",3,"ab-2",434.5,351,3742.28018049921,FALSE,"abaxial",51,113.199,22.847,"High Light",72
"COL-0 HL",3,"ab-2",442.25,116.75,4773.82386526234,FALSE,"abaxial",11,29.932,19.039,"High Light",72
"COL-0 HL",3,"ab-2",442.25,455.5,NA,TRUE,"abaxial",54,125.395,23.308,"High Light",72
"COL-0 HL",3,"ab-2",444,372.25,NA,TRUE,"abaxial",52,137.816,21.593,"High Light",72
"COL-0 HL",3,"ab-2",445,268,3344.50239818916,FALSE,"abaxial",35,113.199,22.847,"High Light",72
"COL-0 HL",3,"ab-2",464,24.75,NA,TRUE,"abaxial",7,90,18.5,"High Light",72
"COL-0 HL",3,"ab-2",465,95,NA,TRUE,"abaxial",10,7.765,22.204,"High Light",72
"COL-0 HL",3,"ab-2",474.75,239.5,NA,TRUE,"abaxial",33,139.399,23.049,"High Light",72
"COL-0 HL",3,"ab-2",476,487.5,NA,TRUE,"abaxial",55,60.642,18.358,"High Light",72
"COL-0 HL",3,"ab-2",481.5,271,NA,TRUE,"abaxial",34,90,22,"High Light",72
"COL-0 HL",3,"ab-2",487,21.5,NA,TRUE,"abaxial",8,2.726,21.024,"High Light",72
"COL-0 HL",3,"ab-2",492,62.5,NA,TRUE,"abaxial",9,-45,24.042,"High Light",72
"COL-0 HL",3,"ab-2",51.25,451.75,NA,TRUE,"abaxial",66,113.552,21.272,"High Light",72
"COL-0 HL",3,"ab-2",51.75,11.5,NA,FALSE,"abaxial",1,-52.524,18.901,"High Light",72
"COL-0 HL",3,"ab-2",57.5,206.75,3342.26091232866,FALSE,"abaxial",40,139.268,23.754,"High Light",72
"COL-0 HL",3,"ab-2",63.75,242.25,3801.19444261789,FALSE,"abaxial",42,16.557,19.3,"High Light",72
"COL-0 HL",3,"ab-2",70,337.25,5157.81396638667,FALSE,"abaxial",68,153.435,23.479,"High Light",72
"COL-0 HL",3,"ab-2",8.5,169.25,NA,TRUE,"abaxial",24,-1.432,20.006,"High Light",72
"COL-0 HL",3,"ab-2",81.5,3.75,NA,TRUE,"abaxial",2,-26.565,NA,"High Light",72
"COL-0 HL",3,"ab-3",0.25,133.25,NA,TRUE,"abaxial",31,135,NA,"High Light",78
"COL-0 HL",3,"ab-3",0.5,500.75,NA,TRUE,"abaxial",69,90,NA,"High Light",78
"COL-0 HL",3,"ab-3",112.75,120.75,5004.71036085784,FALSE,"abaxial",29,61.858,24.382,"High Light",78
"COL-0 HL",3,"ab-3",113,48.75,3428.61384285532,FALSE,"abaxial",4,62.784,19.679,"High Light",78
"COL-0 HL",3,"ab-3",12.75,233.5,NA,TRUE,"abaxial",33,64.592,22.142,"High Light",78
"COL-0 HL",3,"ab-3",129.5,175,5516.24193515277,FALSE,"abaxial",28,-30.069,21.954,"High Light",78
"COL-0 HL",3,"ab-3",139.75,323.25,2201.69867241418,FALSE,"abaxial",63,126.634,24.3,"High Light",78
"COL-0 HL",3,"ab-3",147.75,511,NA,TRUE,"abaxial",78,0,NA,"High Light",78
"COL-0 HL",3,"ab-3",150,278.75,2014.15262809798,FALSE,"abaxial",46,64.058,20.573,"High Light",78
"COL-0 HL",3,"ab-3",150.25,6,NA,TRUE,"abaxial",5,-80.538,NA,"High Light",78
"COL-0 HL",3,"ab-3",156,385.75,2546.37505190275,FALSE,"abaxial",61,10.125,14.221,"High Light",78
"COL-0 HL",3,"ab-3",158,257.25,3271.76898363795,FALSE,"abaxial",35,31.701,19.981,"High Light",78
"COL-0 HL",3,"ab-3",163.25,342.75,2112.50464180593,FALSE,"abaxial",62,96.953,20.652,"High Light",78
"COL-0 HL",3,"ab-3",167.5,45,4704.52736830698,FALSE,"abaxial",6,74.055,21.84,"High Light",78
"COL-0 HL",3,"ab-3",170.5,175,3580.70016316688,FALSE,"abaxial",27,-41.186,21.26,"High Light",78
"COL-0 HL",3,"ab-3",172,394.25,3570.4170235374,FALSE,"abaxial",60,7.496,19.164,"High Light",78
"COL-0 HL",3,"ab-3",179.25,300.5,2925.12446223676,FALSE,"abaxial",47,17.103,20.402,"High Light",78
"COL-0 HL",3,"ab-3",193.75,189,2473.97964015157,FALSE,"abaxial",26,-5.315,21.593,"High Light",78
"COL-0 HL",3,"ab-3",196,223.5,1419.00135704024,FALSE,"abaxial",36,93.366,17.029,"High Light",78
"COL-0 HL",3,"ab-3",20.75,2.75,NA,TRUE,"abaxial",1,-45,NA,"High Light",78
"COL-0 HL",3,"ab-3",207.5,228.5,2571.91345979936,FALSE,"abaxial",37,81.87,14.142,"High Light",78
"COL-0 HL",3,"ab-3",222,398.75,3612.60854094558,FALSE,"abaxial",59,85.515,25.578,"High Light",78
"COL-0 HL",3,"ab-3",223.75,367,2714.05462135194,FALSE,"abaxial",58,34.33,24.824,"High Light",78
"COL-0 HL",3,"ab-3",236.5,52.5,3426.04461888936,FALSE,"abaxial",7,48.814,21.26,"High Light",78
"COL-0 HL",3,"ab-3",243.5,486.75,NA,TRUE,"abaxial",71,56.31,23.436,"High Light",78
"COL-0 HL",3,"ab-3",247,99.5,5290.38170197581,FALSE,"abaxial",24,80.538,24.331,"High Light",78
"COL-0 HL",3,"ab-3",250.75,308.75,4695.32086190144,FALSE,"abaxial",48,66.448,21.272,"High Light",78
"COL-0 HL",3,"ab-3",252.5,18.25,NA,TRUE,"abaxial",8,39.806,19.526,"High Light",78
"COL-0 HL",3,"ab-3",262.25,163,4435.05942797762,FALSE,"abaxial",25,-13.707,21.101,"High Light",78
"COL-0 HL",3,"ab-3",266,216.75,2580.08747984015,FALSE,"abaxial",38,133.452,13.086,"High Light",78
"COL-0 HL",3,"ab-3",272,381.5,2571.13045166853,FALSE,"abaxial",57,147.995,18.868,"High Light",78
"COL-0 HL",3,"ab-3",273.5,482,NA,TRUE,"abaxial",72,99.462,24.331,"High Light",78
"COL-0 HL",3,"ab-3",274,239,2438.41890973392,FALSE,"abaxial",39,117.759,21.471,"High Light",78
"COL-0 HL",3,"ab-3",292.25,386.5,2503.6982030184,FALSE,"abaxial",56,16.314,21.36,"High Light",78
"COL-0 HL",3,"ab-3",313.75,261.75,2780.4238705231,FALSE,"abaxial",40,76.827,24.135,"High Light",78
"COL-0 HL",3,"ab-3",321.5,325.75,3714.01460257851,FALSE,"abaxial",49,72.719,23.564,"High Light",78
"COL-0 HL",3,"ab-3",324.5,98.25,2538.33114780988,FALSE,"abaxial",22,81.674,20.718,"High Light",78
"COL-0 HL",3,"ab-3",325,130,4135.10695905582,FALSE,"abaxial",23,56.31,21.633,"High Light",78
"COL-0 HL",3,"ab-3",327.25,232,3927.01269672508,FALSE,"abaxial",41,95.947,24.13,"High Light",78
"COL-0 HL",3,"ab-3",331.75,406,3150.39162231886,FALSE,"abaxial",55,77.905,21.477,"High Light",78
"COL-0 HL",3,"ab-3",342.5,83.5,3721.38208069076,FALSE,"abaxial",21,42.51,16.279,"High Light",78
"COL-0 HL",3,"ab-3",346.25,21.75,NA,TRUE,"abaxial",9,22.891,24.423,"High Light",78
"COL-0 HL",3,"ab-3",350.75,389,2990.61905428737,FALSE,"abaxial",54,38.66,22.411,"High Light",78
"COL-0 HL",3,"ab-3",357.5,481.25,NA,TRUE,"abaxial",73,-1.146,25.005,"High Light",78
"COL-0 HL",3,"ab-3",368.75,309.25,2497.69817215826,FALSE,"abaxial",43,50.356,22.727,"High Light",78
"COL-0 HL",3,"ab-3",381.25,280.75,5129.33526602951,FALSE,"abaxial",42,105.018,21.225,"High Light",78
"COL-0 HL",3,"ab-3",382.5,357.25,1994.06891918323,FALSE,"abaxial",50,57.619,24.274,"High Light",78
"COL-0 HL",3,"ab-3",390.5,192.5,3851.85924188644,FALSE,"abaxial",18,30.466,19.723,"High Light",78
"COL-0 HL",3,"ab-3",393.25,160.25,3121.06607064912,FALSE,"abaxial",17,36.119,22.902,"High Light",78
"COL-0 HL",3,"ab-3",406.25,4.5,NA,TRUE,"abaxial",10,-33.69,NA,"High Light",78
"COL-0 HL",3,"ab-3",406.5,364.75,3431.05804294209,FALSE,"abaxial",51,-11.004,18.337,"High Light",78
"COL-0 HL",3,"ab-3",41.5,336.25,NA,TRUE,"abaxial",67,151.074,21.708,"High Light",78
"COL-0 HL",3,"ab-3",421.5,113,4071.57658903293,FALSE,"abaxial",15,35.838,22.204,"High Light",78
"COL-0 HL",3,"ab-3",422.5,492.25,NA,TRUE,"abaxial",74,87.663,24.52,"High Light",78
"COL-0 HL",3,"ab-3",435.5,126.75,1713.73110693548,FALSE,"abaxial",14,84.56,10.548,"High Light",78
"COL-0 HL",3,"ab-3",447.75,411.5,NA,TRUE,"abaxial",53,93.731,23.049,"High Light",78
"COL-0 HL",3,"ab-3",449.5,210.25,3857.30320622644,FALSE,"abaxial",19,23.025,21.731,"High Light",78
"COL-0 HL",3,"ab-3",454,511,NA,TRUE,"abaxial",77,0,NA,"High Light",78
"COL-0 HL",3,"ab-3",457.75,376,NA,TRUE,"abaxial",52,-60.101,23.071,"High Light",78
"COL-0 HL",3,"ab-3",459.75,451.25,NA,TRUE,"abaxial",76,51.911,23.505,"High Light",78
"COL-0 HL",3,"ab-3",461.25,159.25,NA,TRUE,"abaxial",16,29.291,23.505,"High Light",78
"COL-0 HL",3,"ab-3",463,490,NA,TRUE,"abaxial",75,135,24.042,"High Light",78
"COL-0 HL",3,"ab-3",465,6,NA,FALSE,"abaxial",11,-90,NA,"High Light",78
"COL-0 HL",3,"ab-3",485.75,220.25,NA,TRUE,"abaxial",20,94.185,20.555,"High Light",78
"COL-0 HL",3,"ab-3",485.75,97.75,NA,TRUE,"abaxial",13,50.356,22.727,"High Light",78
"COL-0 HL",3,"ab-3",488.75,22.25,NA,TRUE,"abaxial",12,-50.711,21.319,"High Light",78
"COL-0 HL",3,"ab-3",499,301.25,NA,TRUE,"abaxial",44,142.001,20.304,"High Light",78
"COL-0 HL",3,"ab-3",51.5,52.25,NA,TRUE,"abaxial",3,73.413,24.52,"High Light",78
"COL-0 HL",3,"ab-3",510.5,271.5,NA,TRUE,"abaxial",45,90,NA,"High Light",78
"COL-0 HL",3,"ab-3",52.5,126.5,4732.58230703858,FALSE,"abaxial",30,70.017,23.409,"High Light",78
"COL-0 HL",3,"ab-3",59,324.25,1667.55810310625,FALSE,"abaxial",68,79.919,22.853,"High Light",78
"COL-0 HL",3,"ab-3",70.75,30.25,NA,TRUE,"abaxial",2,60.068,19.039,"High Light",78
"COL-0 HL",3,"ab-3",73.75,385.75,NA,TRUE,"abaxial",65,66.801,26.655,"High Light",78
"COL-0 HL",3,"ab-3",76.75,292,5062.16124131529,FALSE,"abaxial",34,63.435,23.479,"High Light",78
"COL-0 HL",3,"ab-3",85.25,504.5,NA,TRUE,"abaxial",70,-28.072,25.5,"High Light",78
"COL-0 HL",3,"ab-3",86,409.75,5652.61925911349,FALSE,"abaxial",66,41.987,20.18,"High Light",78
"COL-0 HL",3,"ab-3",9,195.5,NA,TRUE,"abaxial",32,0,NA,"High Light",78
"COL-0 HL",3,"ab-3",92.75,351.75,2539.61128736226,FALSE,"abaxial",64,48.094,26.201,"High Light",78
"COL-0 HL",3,"ab-4",0.5,425.75,NA,TRUE,"abaxial",80,90,NA,"High Light",82
"COL-0 HL",3,"ab-4",1,402,NA,TRUE,"abaxial",56,0,NA,"High Light",82
"COL-0 HL",3,"ab-4",1.75,318,NA,TRUE,"abaxial",46,38.66,NA,"High Light",82
"COL-0 HL",3,"ab-4",105.75,389.5,5788.93094581037,FALSE,"abaxial",53,112.443,24.885,"High Light",82
"COL-0 HL",3,"ab-4",109,223.75,5405.02907023725,FALSE,"abaxial",41,123.69,19.831,"High Light",82
"COL-0 HL",3,"ab-4",137.5,228.25,2868.20629556567,FALSE,"abaxial",38,67.286,23.308,"High Light",82
"COL-0 HL",3,"ab-4",138.25,486.75,NA,TRUE,"abaxial",77,108.435,23.717,"High Light",82
"COL-0 HL",3,"ab-4",139.5,77.25,3573.12144155492,FALSE,"abaxial",23,20.925,18.2,"High Light",82
"COL-0 HL",3,"ab-4",147,336.5,4036.25511186394,FALSE,"abaxial",54,76.759,17.464,"High Light",82
"COL-0 HL",3,"ab-4",148.25,2.25,NA,FALSE,"abaxial",2,10.008,25.894,"High Light",82
"COL-0 HL",3,"ab-4",148.25,466.25,3119.64744474415,FALSE,"abaxial",76,79.287,18.828,"High Light",82
"COL-0 HL",3,"ab-4",155.5,271,3320.14490789013,FALSE,"abaxial",39,90,25,"High Light",82
"COL-0 HL",3,"ab-4",167.5,99.5,4433.94054438744,FALSE,"abaxial",22,2.726,21.024,"High Light",82
"COL-0 HL",3,"ab-4",181,436.25,3068.81930368264,FALSE,"abaxial",75,-1.245,23.005,"High Light",82
"COL-0 HL",3,"ab-4",190,208,4034.01162102891,FALSE,"abaxial",37,33.69,25.239,"High Light",82
"COL-0 HL",3,"ab-4",192.25,62.5,3454.95055555813,FALSE,"abaxial",21,31.159,25.125,"High Light",82
"COL-0 HL",3,"ab-4",196.5,352.5,3967.08901955068,FALSE,"abaxial",51,45,22.627,"High Light",82
"COL-0 HL",3,"ab-4",2.25,475.75,NA,TRUE,"abaxial",81,-45,NA,"High Light",82
"COL-0 HL",3,"ab-4",205.75,445.75,1996.56586916299,FALSE,"abaxial",74,-11.976,16.867,"High Light",82
"COL-0 HL",3,"ab-4",207.5,249.25,2243.40613162093,FALSE,"abaxial",36,103.092,22.074,"High Light",82
"COL-0 HL",3,"ab-4",218.25,147.75,2594.81383771812,FALSE,"abaxial",27,83.047,20.652,"High Light",82
"COL-0 HL",3,"ab-4",223.25,268.75,2576.28277841436,FALSE,"abaxial",35,160.769,22.771,"High Light",82
"COL-0 HL",3,"ab-4",230,105.25,2093.4411600764,FALSE,"abaxial",20,11.004,18.337,"High Light",82
"COL-0 HL",3,"ab-4",231.75,417.25,3142.77311194495,FALSE,"abaxial",57,50.356,22.727,"High Light",82
"COL-0 HL",3,"ab-4",232,162.5,2635.61562368539,FALSE,"abaxial",28,55.491,19.416,"High Light",82
"COL-0 HL",3,"ab-4",236.75,328.5,2393.13008555763,FALSE,"abaxial",50,91.507,19.007,"High Light",82
"COL-0 HL",3,"ab-4",237.75,483.25,NA,TRUE,"abaxial",73,78.179,21.966,"High Light",82
"COL-0 HL",3,"ab-4",240,3,NA,TRUE,"abaxial",3,0,13,"High Light",82
"COL-0 HL",3,"ab-4",242.75,85.75,2897.34074755863,FALSE,"abaxial",19,-6.34,22.638,"High Light",82
"COL-0 HL",3,"ab-4",254.75,311.5,2145.79294522248,FALSE,"abaxial",49,104.036,18.554,"High Light",82
"COL-0 HL",3,"ab-4",268.75,383.5,3107.50327652222,FALSE,"abaxial",58,46.123,18.035,"High Light",82
"COL-0 HL",3,"ab-4",271.5,201,2632.45953145691,FALSE,"abaxial",29,64.654,21.024,"High Light",82
"COL-0 HL",3,"ab-4",278.5,238.75,2293.98376947352,FALSE,"abaxial",33,142.524,18.901,"High Light",82
"COL-0 HL",3,"ab-4",280,283.25,2622.74769365217,FALSE,"abaxial",48,44.145,23.691,"High Light",82
"COL-0 HL",3,"ab-4",293,107.25,4266.7131016874,FALSE,"abaxial",18,77.471,23.049,"High Light",82
"COL-0 HL",3,"ab-4",3.75,147.75,NA,TRUE,"abaxial",26,-18.435,NA,"High Light",82
"COL-0 HL",3,"ab-4",300.75,203.25,4821.16523789133,FALSE,"abaxial",30,19.231,22.771,"High Light",82
"COL-0 HL",3,"ab-4",302.5,425.75,4672.77713222256,FALSE,"abaxial",78,61.39,18.795,"High Light",82
"COL-0 HL",3,"ab-4",303,18,NA,TRUE,"abaxial",4,45,25.456,"High Light",82
"COL-0 HL",3,"ab-4",316.25,491.5,NA,TRUE,"abaxial",72,19.747,20.718,"High Light",82
"COL-0 HL",3,"ab-4",319,366.25,3001.63123929342,FALSE,"abaxial",82,129.668,26.632,"High Light",82
"COL-0 HL",3,"ab-4",32.25,427.75,4241.25238537208,FALSE,"abaxial",79,74.982,21.225,"High Light",82
"COL-0 HL",3,"ab-4",321,82.5,2849.12994526842,FALSE,"abaxial",17,73.072,24.042,"High Light",82
"COL-0 HL",3,"ab-4",329.25,263.25,3608.33121980217,FALSE,"abaxial",47,133.091,21.225,"High Light",82
"COL-0 HL",3,"ab-4",34.75,372.75,NA,TRUE,"abaxial",55,30.964,20.408,"High Light",82
"COL-0 HL",3,"ab-4",341.75,343.25,2818.67420710629,FALSE,"abaxial",59,124.114,18.722,"High Light",82
"COL-0 HL",3,"ab-4",348.5,286.25,3221.59463854088,FALSE,"abaxial",34,61.607,21.03,"High Light",82
"COL-0 HL",3,"ab-4",363,92.75,4183.52447271154,FALSE,"abaxial",16,117.15,21.915,"High Light",82
"COL-0 HL",3,"ab-4",368.75,33.25,NA,TRUE,"abaxial",5,91.397,20.506,"High Light",82
"COL-0 HL",3,"ab-4",370.5,493.75,NA,TRUE,"abaxial",71,23.025,21.731,"High Light",82
"COL-0 HL",3,"ab-4",382.5,384.75,5327.92451990058,FALSE,"abaxial",65,17.199,21.983,"High Light",82
"COL-0 HL",3,"ab-4",388,35.5,NA,TRUE,"abaxial",6,70.346,14.866,"High Light",82
"COL-0 HL",3,"ab-4",39.25,229.5,3798.99798102497,FALSE,"abaxial",42,12.2,18.927,"High Light",82
"COL-0 HL",3,"ab-4",400.75,322,3658.8862521121,FALSE,"abaxial",60,-101.56,22.456,"High Light",82
"COL-0 HL",3,"ab-4",409.5,166.25,5771.07714202871,FALSE,"abaxial",15,12.68,20.5,"High Light",82
"COL-0 HL",3,"ab-4",412,510,NA,TRUE,"abaxial",70,90,NA,"High Light",82
"COL-0 HL",3,"ab-4",42.5,263.25,1832.46515310933,FALSE,"abaxial",43,69.274,19.78,"High Light",82
"COL-0 HL",3,"ab-4",423.75,111.75,2735.81380723867,FALSE,"abaxial",10,24.864,22.594,"High Light",82
"COL-0 HL",3,"ab-4",425.25,496,NA,TRUE,"abaxial",69,18.853,21.662,"High Light",82
"COL-0 HL",3,"ab-4",428.5,267.75,4785.6183298527,FALSE,"abaxial",31,39.806,19.526,"High Light",82
"COL-0 HL",3,"ab-4",432.5,71.75,2334.21091369292,FALSE,"abaxial",7,97.275,23.691,"High Light",82
"COL-0 HL",3,"ab-4",440.75,288,2844.84081257734,FALSE,"abaxial",32,33.69,23.436,"High Light",82
"COL-0 HL",3,"ab-4",444.5,169.25,2748.98023104695,FALSE,"abaxial",14,57.031,22.051,"High Light",82
"COL-0 HL",3,"ab-4",447.5,417.25,3176.09113224054,FALSE,"abaxial",63,60.573,22.389,"High Light",82
"COL-0 HL",3,"ab-4",45.75,290.5,1762.15967543485,FALSE,"abaxial",44,63.435,27.951,"High Light",82
"COL-0 HL",3,"ab-4",452.5,451,NA,TRUE,"abaxial",64,77.196,22.561,"High Light",82
"COL-0 HL",3,"ab-4",458,70.25,NA,TRUE,"abaxial",8,92.545,22.522,"High Light",82
"COL-0 HL",3,"ab-4",460,145.75,2067.21240638299,FALSE,"abaxial",11,23.429,16.348,"High Light",82
"COL-0 HL",3,"ab-4",467.75,332,2552.72281525497,FALSE,"abaxial",61,57.995,23.585,"High Light",82
"COL-0 HL",3,"ab-4",472.5,76.5,NA,TRUE,"abaxial",9,131.987,13.454,"High Light",82
"COL-0 HL",3,"ab-4",477,365,2326.28121073135,FALSE,"abaxial",66,28.072,17,"High Light",82
"COL-0 HL",3,"ab-4",492.5,417.75,NA,TRUE,"abaxial",62,118.393,21.03,"High Light",82
"COL-0 HL",3,"ab-4",5,243.25,NA,TRUE,"abaxial",45,36.87,NA,"High Light",82
"COL-0 HL",3,"ab-4",500.75,214.5,NA,TRUE,"abaxial",13,117.597,24.824,"High Light",82
"COL-0 HL",3,"ab-4",502.25,151.25,NA,TRUE,"abaxial",12,-51.582,18.507,"High Light",82
